"","FILENUM","INCIDENT_TYPE","SOURCE","SUBJ_TYPE","SUBJ_INC_NUM","SERVICE_TYPE","RESISTANCE_TYPE","SUB_ACT_DESC","UOF_EFFECTIVE","SUBJ_INJ","SUBJ_INJ_HOSP","INVOLVMENT","AGE","YRS_EMPL","SEX","RACE","ALLEGATION_MADE","FINDING","RECEIVED_DT","OCCURRED_DT","INC_STATUS"
"599","UF2023-049","Use of force",NA,"Officer",19924,NA,NA,NA,NA,NA,NA,"Officer",53,"9","Male","White",NA,NA,NA,NA,NA
"600","UF2023-049","Use of force",NA,"Officer",19928,NA,NA,NA,NA,NA,NA,"Witness",NA,"2","Female","White",NA,NA,NA,NA,NA
"601","UF2023-049","Use of force",NA,"Officer",19925,NA,NA,NA,NA,NA,NA,"Officer",44,"7","Female","White",NA,NA,NA,NA,NA
"602","UF2023-049","Use of force",NA,"Officer",19927,NA,NA,NA,NA,NA,NA,"Witness",38,"15","Male","White",NA,NA,NA,NA,NA
"603","UF2023-049","Use of force",NA,"Officer",19923,NA,NA,NA,NA,NA,NA,"Officer",31,"5","Male","White",NA,NA,NA,NA,NA
"604","UF2023-050","Use of force","Employee","Officer/Reporter",19893,"Investigation","Passive Non Compliant","Other","Yes","No","No",NA,NA,NA,NA,NA,NA,NA,2023-10-11,2023-10-11,"Completed"
"605","UF2023-050","Use of force","Employee","Citizen",5256,"Investigation","Passive Non Compliant",NA,"n/a","No","No","Complainant",51,NA,"Female","White",NA,NA,2023-10-11,2023-10-11,"Completed"
"606","UF2023-050","Use of force","Employee","Officer/Reporter",19892,"Investigation","Passive Non Compliant","Other","Yes","No","No",NA,NA,NA,NA,NA,NA,NA,2023-10-11,2023-10-11,"Completed"
"607","UF2023-050","Use of force",NA,"Officer",19893,NA,NA,NA,NA,NA,NA,"Officer",33,"7","Male","White",NA,NA,NA,NA,NA
"608","UF2023-050","Use of force",NA,"Officer",19892,NA,NA,NA,NA,NA,NA,"Officer",26,"4","male","white",NA,NA,NA,NA,NA
"609","UF2023-051","Use of force","Employee","Officer/Witness",20050,"Traffic Stop","Active Resister Unarmed",NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,2023-11-07,2023-11-07,"Completed"
"610","UF2023-051","Use of force","Employee","Citizen",5287,"Traffic Stop","Active Resister Unarmed",NA,"n/a","No","Yes","Complainant",20,NA,"Female","White",NA,NA,2023-11-07,2023-11-07,"Completed"
"611","UF2023-051","Use of force","Employee","Citizen",5284,"Traffic Stop","Active Resister Unarmed",NA,"n/a","No","Yes","Witness",23,NA,"Male","White",NA,NA,2023-11-07,2023-11-07,"Completed"
"612","UF2023-051","Use of force","Employee","Officer/Reporter",20049,"Traffic Stop","Active Resister Unarmed","Conducted Energy Device","Yes","No","No",NA,NA,NA,NA,NA,NA,NA,2023-11-07,2023-11-07,"Completed"
"613","UF2023-051","Use of force","Employee","Citizen",5287,"Traffic Stop","Active Resister Unarmed",NA,"n/a","No","Yes","Complainant",20,NA,"Female","White",NA,NA,2023-11-07,2023-11-07,"Completed"
"614","UF2023-051","Use of force",NA,"Officer",20049,NA,NA,NA,NA,NA,NA,"Officer",38,"10","Male","White",NA,NA,NA,NA,NA
"615","UF2023-051","Use of force",NA,"Officer",20050,NA,NA,NA,NA,NA,NA,"Witness",38,"14","Male","White",NA,NA,NA,NA,NA
"616","UF2023-052","Use of force","Employee","Citizen",5245,"Disturbance","Active Resister Unarmed",NA,"n/a","No","No","Complainant",31,NA,"Male","White",NA,NA,2023-09-30,2023-09-29,"Completed"
"617","UF2023-052","Use of force","Employee","Officer/Reporter",19819,"Disturbance","Active Resister Unarmed",NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,2023-09-30,2023-09-29,"Completed"
"618","UF2023-052","Use of force",NA,"Officer",19819,NA,NA,NA,NA,NA,NA,"Officer",27,"2","Male","White",NA,NA,NA,NA,NA
"619","UF2023-053","Use of force","Employee","Officer/Witness",20127,"Arrest","Active Fleeing",NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,2023-11-19,2023-11-19,"Completed"
"620","UF2023-053","Use of force","Employee","Officer/Reporter",20124,"Arrest","Active Fleeing","Take-Down","Yes","No","No",NA,NA,NA,NA,NA,NA,NA,2023-11-19,2023-11-19,"Completed"
"621","UF2023-053","Use of force","Employee","Officer/Reporter",20125,"Arrest","Active Fleeing","Take-Down","Yes","No","No",NA,NA,NA,NA,NA,NA,NA,2023-11-19,2023-11-19,"Completed"
"622","UF2023-053","Use of force","Employee","Officer/Witness",20126,"Arrest","Active Fleeing",NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,2023-11-19,2023-11-19,"Completed"
"623","UF2023-053","Use of force","Employee","Officer/Witness",20128,"Arrest","Active Fleeing",NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,2023-11-19,2023-11-19,"Completed"
"624","UF2023-053","Use of force","Employee","Officer/Reporter",20123,"Arrest","Active Fleeing","Conducted Energy Device","No","No","No",NA,NA,NA,NA,NA,NA,NA,2023-11-19,2023-11-19,"Completed"
"625","UF2023-053","Use of force","Employee","Officer/Witness",20129,"Arrest","Active Fleeing",NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,2023-11-19,2023-11-19,"Completed"
"626","UF2023-053","Use of force","Employee","Citizen",5303,"Arrest","Active Fleeing",NA,"n/a","No","Yes","Complainant",22,NA,"Male","Black",NA,NA,2023-11-19,2023-11-19,"Completed"
"627","UF2023-053","Use of force",NA,"Officer",20123,NA,NA,NA,NA,NA,NA,"Officer",46,"14","Male","White",NA,NA,NA,NA,NA
"628","UF2023-053","Use of force",NA,"Officer",20126,NA,NA,NA,NA,NA,NA,"Witness",43,"14","Male","White",NA,NA,NA,NA,NA
"629","UF2023-053","Use of force",NA,"Officer",20125,NA,NA,NA,NA,NA,NA,"Officer",28,"1","Male","Hispanic",NA,NA,NA,NA,NA
"630","UF2023-053","Use of force",NA,"Officer",20129,NA,NA,NA,NA,NA,NA,"Witness",29,"7","Male","White",NA,NA,NA,NA,NA
"631","UF2023-053","Use of force",NA,"Officer",20124,NA,NA,NA,NA,NA,NA,"Officer",27,"0","male","white",NA,NA,NA,NA,NA
"632","UF2023-053","Use of force",NA,"Officer",20127,NA,NA,NA,NA,NA,NA,"Witness",33,"6","Male","White",NA,NA,NA,NA,NA
"633","UF2023-053","Use of force",NA,"Officer",20128,NA,NA,NA,NA,NA,NA,"Witness",24,"2","Male","White",NA,NA,NA,NA,NA
"634","UF2023-054","Use of force","Employee","Citizen",5289,"911 call","Destructive Self/Others",NA,"n/a","No","Yes","Witness",21,NA,"Male","White",NA,NA,2023-11-09,2023-11-09,"Completed"
"635","UF2023-054","Use of force","Employee","Officer/Reporter",20065,"911 call","Destructive Self/Others","Take-Down","Yes","No","No",NA,NA,NA,NA,NA,NA,NA,2023-11-09,2023-11-09,"Completed"
"636","UF2023-054","Use of force","Employee","Officer/Reporter",20066,"911 call","Destructive Self/Others","Take-Down","Yes","No","No",NA,NA,NA,NA,NA,NA,NA,2023-11-09,2023-11-09,"Completed"
"637","UF2023-054","Use of force","Employee","Officer/Reporter",20067,"911 call","Destructive Self/Others","Other","Yes","No","No",NA,NA,NA,NA,NA,NA,NA,2023-11-09,2023-11-09,"Completed"
"638","UF2023-054","Use of force","Employee","Officer/Reporter",20067,"911 call","Destructive Self/Others","Pain Compliance","Yes","No","No",NA,NA,NA,NA,NA,NA,NA,2023-11-09,2023-11-09,"Completed"
"639","UF2023-054","Use of force","Employee","Citizen",5288,"911 call","Destructive Self/Others",NA,"n/a","No","Yes","Complainant",17,NA,"Female","White",NA,NA,2023-11-09,2023-11-09,"Completed"
"640","UF2023-054","Use of force",NA,"Officer",20065,NA,NA,NA,NA,NA,NA,"Officer",48,"12","Male","White",NA,NA,NA,NA,NA
"641","UF2023-054","Use of force",NA,"Officer",20067,NA,NA,NA,NA,NA,NA,"Officer",27,"0","male","white",NA,NA,NA,NA,NA
"642","UF2023-054","Use of force",NA,"Officer",20066,NA,NA,NA,NA,NA,NA,"Officer",51,"14","Male","White",NA,NA,NA,NA,NA
"643","UF2023-055","Use of force","Employee","Citizen",5277,"Protective Custody","Destructive Self/Others",NA,"n/a","No","Yes","Witness",67,NA,"Female","White",NA,NA,2023-10-29,2023-10-29,"Completed"
"644","UF2023-055","Use of force","Employee","Officer/Reporter",20000,"Protective Custody","Destructive Self/Others","Conducted Energy Device","Limited","No","No",NA,NA,NA,NA,NA,NA,NA,2023-10-29,2023-10-29,"Completed"
"645","UF2023-055","Use of force","Employee","Officer/Witness",20201,"Protective Custody","Destructive Self/Others",NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,2023-10-29,2023-10-29,"Completed"
"646","UF2023-055","Use of force","Employee","Citizen",5276,"Protective Custody","Destructive Self/Others",NA,"n/a","No","Yes","Complainant",42,NA,"Male","White",NA,NA,2023-10-29,2023-10-29,"Completed"
"647","UF2023-055","Use of force",NA,"Officer",20000,NA,NA,NA,NA,NA,NA,"Officer",36,"6","Male","White",NA,NA,NA,NA,NA
"648","UF2023-055","Use of force",NA,"Officer",20201,NA,NA,NA,NA,NA,NA,"Witness",29,"5","Male","White",NA,NA,NA,NA,NA
"649","UF2023-056","Use of force","Employee","Officer/Witness",20211,"Arrest","Passive Non Compliant",NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,2023-11-06,2023-11-05,"Completed"
"650","UF2023-056","Use of force","Employee","Officer/Reporter",20039,"Arrest","Passive Non Compliant","Conducted Energy Device","Yes","No","No",NA,NA,NA,NA,NA,NA,NA,2023-11-06,2023-11-05,"Completed"
"651","UF2023-056","Use of force","Employee","Citizen",5282,"Arrest","Passive Non Compliant",NA,"n/a","No","Yes","Complainant",32,NA,"Male","White",NA,NA,2023-11-06,2023-11-05,"Completed"
"652","UF2023-056","Use of force","Employee","Officer/Reporter",20039,"Arrest","Passive Non Compliant","Hand/Foot Strike","Yes","No","No",NA,NA,NA,NA,NA,NA,NA,2023-11-06,2023-11-05,"Completed"
"653","UF2023-056","Use of force",NA,"Officer",20211,NA,NA,NA,NA,NA,NA,"Witness",24,"2","Male","White",NA,NA,NA,NA,NA
"654","UF2023-056","Use of force",NA,"Officer",20039,NA,NA,NA,NA,NA,NA,"Officer",24,"2","Male","White",NA,NA,NA,NA,NA
"655","UF2023-057","Use of force","Employee","Officer/Reporter",20222,"Disturbance","Destructive Self/Others",NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,2023-11-30,2023-11-30,"Completed"
"656","UF2023-057","Use of force","Employee","Officer/Reporter",20220,"Disturbance","Destructive Self/Others","Pain Compliance","Yes","No","No",NA,NA,NA,NA,NA,NA,NA,2023-11-30,2023-11-30,"Completed"
"657","UF2023-057","Use of force","Employee","Citizen",5313,"Disturbance","Destructive Self/Others",NA,"n/a","No","No","Complainant",19,NA,"Female","Black",NA,NA,2023-11-30,2023-11-30,"Completed"
"658","UF2023-057","Use of force","Employee","Officer/Reporter",20221,"Disturbance","Destructive Self/Others",NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,2023-11-30,2023-11-30,"Completed"
"659","UF2023-057","Use of force",NA,"Officer",20220,NA,NA,NA,NA,NA,NA,"Officer",30,"1","male","white",NA,NA,NA,NA,NA
"660","UF2023-057","Use of force",NA,"Officer",20222,NA,NA,NA,NA,NA,NA,"Officer",53,"9","Male","White",NA,NA,NA,NA,NA
"661","UF2023-057","Use of force",NA,"Officer",20221,NA,NA,NA,NA,NA,NA,"Officer",26,"1","male","white",NA,NA,NA,NA,NA
"662","UF2023-058","Use of force","Employee","Citizen",5318,"911 call","Active Resister Unarmed",NA,"n/a","Yes","No","Complainant",32,NA,"Female","Native Am",NA,NA,2023-12-15,2023-12-14,"Completed"
"663","UF2023-058","Use of force","Employee","Officer/Reporter",20278,"911 call","Active Resister Unarmed","Conducted Energy Device","Yes","No","No",NA,NA,NA,NA,NA,NA,NA,2023-12-15,2023-12-14,"Completed"
"664","UF2023-058","Use of force","Employee","Citizen",5318,"911 call","Active Resister Unarmed",NA,"n/a","Yes","No","Complainant",32,NA,"Female","Native Am",NA,NA,2023-12-15,2023-12-14,"Completed"
"665","UF2023-058","Use of force","Employee","Officer/Reporter",20280,"911 call","Active Resister Unarmed",NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,2023-12-15,2023-12-14,"Completed"
"666","UF2023-058","Use of force","Employee","Citizen",5318,"911 call","Active Resister Unarmed",NA,"n/a","Yes","No","Complainant",32,NA,"Female","Native Am",NA,NA,2023-12-15,2023-12-14,"Completed"
"667","UF2023-058","Use of force","Employee","Citizen",5318,"911 call","Active Resister Unarmed",NA,"n/a","Yes","No","Complainant",32,NA,"Female","Native Am",NA,NA,2023-12-15,2023-12-14,"Completed"
"668","UF2023-058","Use of force","Employee","Citizen",5318,"911 call","Active Resister Unarmed",NA,"n/a","Yes","No","Complainant",32,NA,"Female","Native Am",NA,NA,2023-12-15,2023-12-14,"Completed"
"669","UF2023-058","Use of force","Employee","Citizen",5318,"911 call","Active Resister Unarmed",NA,"n/a","Yes","No","Complainant",32,NA,"Female","Native Am",NA,NA,2023-12-15,2023-12-14,"Completed"
"670","UF2023-058","Use of force","Employee","Officer/Reporter",20279,"911 call","Active Resister Unarmed",NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,2023-12-15,2023-12-14,"Completed"
"671","UF2023-058","Use of force",NA,"Officer",20280,NA,NA,NA,NA,NA,NA,"Officer",30,"5","Male","White",NA,NA,NA,NA,NA
"672","UF2023-058","Use of force",NA,"Officer",20278,NA,NA,NA,NA,NA,NA,"Officer",24,"2","Male","White",NA,NA,NA,NA,NA
"673","UF2023-058","Use of force",NA,"Officer",20279,NA,NA,NA,NA,NA,NA,"Officer",30,"1","male","white",NA,NA,NA,NA,NA
"674","UF2023-059","Use of force","Employee","Officer/Reporter",20346,"Disturbance","Active Resister Unarmed","Hand/Foot Strike","No","Yes","No",NA,NA,NA,NA,NA,NA,NA,2023-12-29,2023-12-29,"Completed"
"675","UF2023-059","Use of force","Employee","Officer/Reporter",20347,"Disturbance","Active Resister Unarmed","Conducted Energy Device","Limited","Yes","No",NA,NA,NA,NA,NA,NA,NA,2023-12-29,2023-12-29,"Completed"
"676","UF2023-059","Use of force","Employee","Citizen",5326,"Disturbance","Active Resister Unarmed",NA,"n/a","Yes","No","Complainant",46,NA,"Male","Black",NA,NA,2023-12-29,2023-12-29,"Completed"
"677","UF2023-059","Use of force","Employee","Officer/Reporter",20345,"Disturbance","Active Resister Unarmed","Hand/Foot Strike","No","Yes","No",NA,NA,NA,NA,NA,NA,NA,2023-12-29,2023-12-29,"Completed"
"678","UF2023-059","Use of force",NA,"Officer",20347,NA,NA,NA,NA,NA,NA,"Officer",38,"6","Male","White",NA,NA,NA,NA,NA
"679","UF2023-059","Use of force",NA,"Officer",20346,NA,NA,NA,NA,NA,NA,"Officer",27,"2","Male","White",NA,NA,NA,NA,NA
"680","UF2023-059","Use of force",NA,"Officer",20345,NA,NA,NA,NA,NA,NA,"Officer",22,"0","Male","white",NA,NA,NA,NA,NA
"681","UF2023-060","Use of force","Employee","Citizen",5324,"Arrest","Passive Non Compliant",NA,"n/a","Yes","No","Complainant",40,NA,"Male","White",NA,NA,2023-12-23,2023-12-23,"Completed"
"682","UF2023-060","Use of force","Employee","Citizen",5324,"Arrest","Passive Non Compliant",NA,"n/a","Yes","No","Complainant",40,NA,"Male","White",NA,NA,2023-12-23,2023-12-23,"Completed"
"683","UF2023-060","Use of force","Employee","Citizen",5324,"Arrest","Passive Non Compliant",NA,"n/a","Yes","No","Complainant",40,NA,"Male","White",NA,NA,2023-12-23,2023-12-23,"Completed"
"684","UF2023-060","Use of force","Employee","Officer/Witness",20313,"Arrest","Passive Non Compliant",NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,2023-12-23,2023-12-23,"Completed"
"685","UF2023-060","Use of force","Employee","Officer/Witness",20314,"Arrest","Passive Non Compliant",NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,2023-12-23,2023-12-23,"Completed"
"686","UF2023-060","Use of force","Employee","Citizen",5324,"Arrest","Passive Non Compliant",NA,"n/a","Yes","No","Complainant",40,NA,"Male","White",NA,NA,2023-12-23,2023-12-23,"Completed"
"687","UF2023-060","Use of force","Employee","Officer/Reporter",20312,"Arrest","Passive Non Compliant","Kenetic Energy Projectile","No","No","No",NA,NA,NA,NA,NA,NA,NA,2023-12-23,2023-12-23,"Completed"
"688","UF2023-060","Use of force","Employee","Officer/Witness",20317,"Arrest","Passive Non Compliant",NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,2023-12-23,2023-12-23,"Completed"
"689","UF2023-060","Use of force","Employee","Officer/Witness",20315,"Arrest","Passive Non Compliant",NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,2023-12-23,2023-12-23,"Completed"
"690","UF2023-060","Use of force","Employee","Officer/Witness",20316,"Arrest","Passive Non Compliant",NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,2023-12-23,2023-12-23,"Completed"
"691","UF2023-060","Use of force",NA,"Officer",20315,NA,NA,NA,NA,NA,NA,"Witness",37,"4","male","white",NA,NA,NA,NA,NA
"692","UF2023-060","Use of force",NA,"Officer",20314,NA,NA,NA,NA,NA,NA,"Witness",25,"0","male","white",NA,NA,NA,NA,NA
"693","UF2023-060","Use of force",NA,"Officer",20317,NA,NA,NA,NA,NA,NA,"Witness",45,"18","Male","White",NA,NA,NA,NA,NA
"694","UF2023-060","Use of force",NA,"Officer",20312,NA,NA,NA,NA,NA,NA,"Officer",35,"5","Male","White",NA,NA,NA,NA,NA
"695","UF2023-060","Use of force",NA,"Officer",20316,NA,NA,NA,NA,NA,NA,"Witness",32,"7","Male","White",NA,NA,NA,NA,NA
"696","UF2023-060","Use of force",NA,"Officer",20313,NA,NA,NA,NA,NA,NA,"Witness",39,"7","Male","White",NA,NA,NA,NA,NA
"697","UF2023-061","Use of force","Employee","Citizen",5315,"Disturbance","Active Resister Unarmed",NA,"n/a","Yes","Yes","Complainant",NA,NA,"Female","White",NA,NA,2023-12-10,2023-12-10,"Completed"
"698","UF2023-061","Use of force","Employee","Officer/Reporter",20264,"Disturbance","Active Resister Unarmed","Take-Down","Yes","Yes","No",NA,NA,NA,NA,NA,NA,NA,2023-12-10,2023-12-10,"Completed"
"699","UF2023-061","Use of force","Employee","Officer/Reporter",20265,"Disturbance","Active Resister Unarmed","Take-Down","Yes","Yes","No",NA,NA,NA,NA,NA,NA,NA,2023-12-10,2023-12-10,"Completed"
"700","UF2023-061","Use of force",NA,"Officer",20265,NA,NA,NA,NA,NA,NA,"Officer",30,"7","Male","White",NA,NA,NA,NA,NA
"701","UF2023-061","Use of force",NA,"Officer",20264,NA,NA,NA,NA,NA,NA,"Officer",31,"5","Male","White",NA,NA,NA,NA,NA
"702",NA,"Use of force",NA,"Citizen",5332,"911 call","Active Fleeing",NA,"n/a","No","No","Complainant",NA,NA,NA,NA,NA,NA,2024-01-01,2023-12-31,"Initial"
