CaseNumber,ReportedDate,OffenseDate,Counts,IBRSeqNumber,IBRCrimeCode,Statute,Description,OffenseID
2023-00087967,12/31/2023,12/31/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1045037
2023-00087635,12/29/2023,12/29/2023,1,1,88B,MWARR,WARRANT-MUNICIPAL (NORMAN),-1045036
2023-00087829,12/30/2023,12/30/2023,2,2,88B,MWARR,WARRANT-MUNICIPAL (NORMAN),-1045035
2023-00087829,12/30/2023,12/30/2023,1,1,90D,47-11.902,DUI - LIQUOR OR DRUGS/APCV,-1045034
2023-00087987,12/31/2023,12/31/2023,2,1,88B,MWARR,WARRANT-MUNICIPAL (NORMAN),-1045033
2023-00087946,12/31/2023,12/31/2023,1,2,13C,21-641,ASSAULT / THREATS (INTIMIDATION),-1045032
2023-00087946,12/31/2023,12/31/2023,1,1,13B,21-644.C,DOMESTIC ABUSE (SIMPLE ASSAULT),-1045031
2023-00087981,12/31/2023,12/31/2023,5,1,88B,MWARR,WARRANT-MUNICIPAL (NORMAN),-1045030
2023-00087689,12/30/2023,12/30/2023,1,1,88B,MWARR,WARRANT-MUNICIPAL (NORMAN),-1045029
2023-00087476,12/29/2023,12/29/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1045027
2023-00087459,12/29/2023,12/29/2023,1,1,86S,OFINFO,OFFICERS INFORMATION,-1045026
2023-00087516,12/29/2023,12/29/2023,1,1,90Z,21-1172,OBSCENE/THREATENING/HARASSING PHONE CALL (ALL OTHER OFFENSES),-1045025
2023-00087432,12/28/2023,12/28/2023,1,1,13B,21-644,ASSAULT AND BATTERY (SIMPLE ASSAULT),-1045024
2023-00087253,12/27/2023,12/27/2023,1,1,90Z,24-403,DIST THE PEACE,-1045023
2023-00087487,12/29/2023,12/29/2023,2,1,88B,MWARR,WARRANT-MUNICIPAL (NORMAN),-1045022
2023-00087517,12/29/2023,12/29/2023,1,1,90Z,16-101,HEALTH/SAFETY VIOL,-1045021
2023-00086938,12/26/2023,12/26/2023,1,1,90J,24-505,TRESPASSING,-1045020
2023-00086453,12/23/2023,12/23/2023,1,1,90J,24-505,TRESPASSING,-1045019
2023-00087502,12/29/2023,12/29/2023,1,1,90Z,16-302,INOPERABLE VEH,-1045018
2023-00086408,12/23/2023,12/23/2023,1,1,90J,24-505,TRESPASSING,-1045017
2023-00086388,12/23/2023,12/23/2023,1,1,90J,24-505,TRESPASSING,-1045016
2023-00087325,12/28/2023,12/28/2023,1,1,86M,SUICPROTECT,SUICIDE ATTEMPT / PROTECTIVE CUSTODY,-1045015
2023-00087415,12/28/2023,12/28/2023,1,1,290,24-502,MOLESTING PROP,-1045014
2023-00087302,12/28/2023,12/27/2023,2,1,290,24-502,MOLESTING PROP,-1045013
2023-00087466,12/29/2023,12/29/2023,1,3,90J,24-505,TRESPASSING,-1045012
2023-00087305,12/28/2023,12/28/2023,1,1,86G,FOUNDPROP,FOUND PROPERTY,-1045011
2023-00087374,12/28/2023,10/15/2023,1,1,23F,21-1435.B,"BURGLARY FROM AUTO, TRUCK, TRAILER, VESSEL  - THIRD DEGREE (THEFT FROM MOTOR VEHICLE)",-1045010
2023-00087407,12/28/2023,12/28/2023,1,1,220,21-1435.A,BURGLARY - SECOND DEGREE (BURGLARY),-1045009
2023-00087149,12/27/2023,12/27/2023,1,2,90Z,24-305,UNDER INFLUENCE/NARC,-1045008
2023-00087399,12/28/2023,12/28/2023,1,2,240,21-1720,LARCENY OF AUTO,-1045007
2023-00087399,12/28/2023,12/28/2023,1,1,120,21-801,ROBBERY OR ATTEMPTED W/ DANGEROUS WEAPON,-1045006
2023-00087335,12/28/2023,12/27/2023,1,1,240,21-1720,LARCENY OF AUTO,-1045005
2023-00087401,12/28/2023,12/28/2023,1,1,240,21-1720,LARCENY OF AUTO,-1045004
2023-00087376,12/28/2023,12/25/2023,1,1,90Z,22-60.6,PROTECTIVE ORDER VIOLATION / VPO,-1045003
2023-00087307,12/28/2023,12/28/2023,1,1,90J,24-505,TRESPASSING,-1045002
2023-00086087,12/21/2023,12/21/2023,1,1,13B,21-644,ASSAULT AND BATTERY (SIMPLE ASSAULT),-1045001
2023-00087299,12/28/2023,12/28/2023,1,3,23F,21-1435.B,"BURGLARY FROM AUTO, TRUCK, TRAILER, VESSEL  - THIRD DEGREE (THEFT FROM MOTOR VEHICLE)",-1045000
2023-00087299,12/28/2023,12/28/2023,1,2,280,21-1713,RECEIVE/POSSESS/CONCEAL STOLEN PROPERTY / KCSP (STOLEN PROPERTY OFFENSE),-1044999
2023-00087299,12/28/2023,12/28/2023,1,1,35A,63-2.402.B.1,POSSESSION OF CDS,-1044998
2023-00087454,12/28/2023,12/28/2023,1,1,90D,47-11.902,DUI - LIQUOR OR DRUGS/APCV,-1044997
2023-00087466,12/29/2023,12/29/2023,1,2,90Z,21-540,OBSTRUCTING OFFICER,-1044996
2023-00087466,12/29/2023,12/29/2023,1,1,90E,37-8,PUBLIC INTOXICATION,-1044995
2023-00087382,12/28/2023,12/28/2023,1,2,35A,63-2.402.B.1,POSSESSION OF CDS,-1044994
2023-00087382,12/28/2023,12/28/2023,1,1,90E,37-8,PUBLIC INTOXICATION,-1044993
2023-00086263,12/22/2023,12/22/2023,1,2,90J,24-505,TRESPASSING,-1044992
2023-00087196,12/27/2023,12/27/2023,1,1,90Z,24-403,DIST THE PEACE,-1044991
2023-00086931,12/26/2023,12/26/2023,1,2,290,24-502,MOLESTING PROP,-1044990
2023-00086931,12/26/2023,12/26/2023,1,1,90E,24-202,PUBLIC INTOX,-1044989
2023-00086676,12/24/2023,12/24/2023,1,1,90J,24-505,TRESPASSING,-1044988
2023-00086038,12/21/2023,12/21/2023,1,1,13B,24-401,ASSAULT & BATTERY,-1044987
2023-00087291,12/28/2023,12/28/2023,1,1,240,21-1720,LARCENY OF AUTO,-1044986
2023-00085938,12/21/2023,12/21/2023,1,1,90J,24-505,TRESPASSING,-1044984
2023-00087287,12/28/2023,12/27/2023,1,1,240,21-1720,LARCENY OF AUTO,-1044983
2023-00086601,12/24/2023,12/24/2023,1,1,90Z,24-604,OBSTR PUBLIC WAY,-1044982
2023-00084243,12/14/2023,12/13/2023,1,1,13B,J24-401,JV ASSAULT & BATTERY,-1044981
2023-00086356,12/23/2023,12/23/2023,1,1,90J,J24-505,JV TRESPASSING,-1044980
2023-00086844,12/26/2023,12/26/2023,1,1,90Z,24-403,DIST THE PEACE,-1044979
2023-00084675,12/16/2023,12/16/2023,1,1,90J,24-505,TRESPASSING,-1044978
2023-00086456,12/23/2023,12/23/2023,1,1,90J,24-505,TRESPASSING,-1044977
2023-00086396,12/23/2023,12/23/2023,1,1,90J,24-505,TRESPASSING,-1044976
2023-00086026,12/21/2023,12/21/2023,1,1,23C,24-503,PETTY LARCENY,-1044975
2023-00085416,12/19/2023,12/16/2023,1,1,86D,4-603,NUISANCE ANIMAL,-1044974
2023-00087288,12/28/2023,12/28/2023,1,1,240,21-1720,LARCENY OF AUTO,-1044973
2023-00087249,12/27/2023,12/27/2023,1,2,290,21-1760,MALICIOUS INJURY/DESTRUCTION OF PROPERTY/VANDALISM,-1044972
2023-00087249,12/27/2023,12/27/2023,1,1,240,47-4.102,UNAUTHORIZED USE OF A VEHICLE / UUMV FROM NPD (MOTOR VEHICLE THEFT),-1044971
2023-00087293,12/28/2023,12/20/2023,1,1,23D,21-1701,LARCENY (THEFT FROM BUILDING),-1044970
2023-00087248,12/27/2023,12/27/2023,1,1,90Z,21-850,RACIAL/ETHNIC/RELIGIOUS HARASSMENT (ALL OTHER OFFENSES),-1044969
2023-00087233,12/27/2023,12/27/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1044968
2023-90000632,12/28/2023,12/28/2023,1,1,26A,21-1953,COMPUTER FRAUD/UNLAWFUL USE OF COMPUTER/SYSTEM  (FALSE PRETENSES/SWINDLE/CONFIDENCE GAME),-1044967
2023-90000631,12/28/2023,12/28/2023,1,1,23F,21-1435.B,"BURGLARY FROM AUTO, TRUCK, TRAILER, VESSEL  - THIRD DEGREE (THEFT FROM MOTOR VEHICLE)",-1044966
2023-90000630,12/27/2023,12/27/2023,1,1,13C,21-1172,OBSCENE/THREATENING/HARASSING PHONE CALL (INTIMIDATION),-1044965
2023-90000629,12/27/2023,12/27/2023,1,1,26A,21-1953,COMPUTER FRAUD/UNLAWFUL USE OF COMPUTER/SYSTEM  (FALSE PRETENSES/SWINDLE/CONFIDENCE GAME),-1044964
2023-90000628,12/27/2023,12/27/2023,1,1,23F,21-1435.B,"BURGLARY FROM AUTO, TRUCK, TRAILER, VESSEL  - THIRD DEGREE (THEFT FROM MOTOR VEHICLE)",-1044963
2023-90000627,12/27/2023,12/27/2023,1,1,23H,21-1701,LARCENY (ALL OTHER LARCENY),-1044962
2023-00087202,12/27/2023,12/27/2023,1,2,290,21-1760,MALICIOUS INJURY/DESTRUCTION OF PROPERTY/VANDALISM,-1044961
2023-00087202,12/27/2023,12/27/2023,1,1,220,21-1435.A,BURGLARY - SECOND DEGREE (BURGLARY),-1044960
2023-00087268,12/28/2023,12/28/2023,1,11,520,21-1272,CARRYING WEAPONS,-1044959
2023-00087268,12/28/2023,12/28/2023,1,10,520,21-1289.9,CARRYING FIREARMS WHILE UNDER THE INFLUENCE,-1044958
2023-00087268,12/28/2023,12/28/2023,1,9,90G,21-1215,MINOR IN POSSESSION OF ALCOHOL,-1044957
2023-00087268,12/28/2023,12/28/2023,1,8,90E,37-8,PUBLIC INTOXICATION,-1044956
2023-00086743,12/25/2023,12/27/2023,1,2,86G,FOUNDPROP,FOUND PROPERTY,-1044955
2023-00087268,12/28/2023,12/28/2023,1,7,90E,37-8,PUBLIC INTOXICATION,-1044954
2023-00087268,12/28/2023,12/28/2023,1,6,90G,21-1215,MINOR IN POSSESSION OF ALCOHOL,-1044953
2023-00087268,12/28/2023,12/28/2023,1,5,90E,37-537.A8,PUBLIC DRUNK,-1044952
2023-00087268,12/28/2023,12/28/2023,1,4,520,21-1272,CARRYING WEAPONS,-1044951
2023-00087268,12/28/2023,12/28/2023,1,3,90G,21-1215,MINOR IN POSSESSION OF ALCOHOL,-1044950
2023-00087268,12/28/2023,12/28/2023,1,2,520,21-1289.9,CARRYING FIREARMS WHILE UNDER THE INFLUENCE,-1044949
2023-00087268,12/28/2023,12/28/2023,1,1,90D,47-11.902,DUI - LIQUOR OR DRUGS/APCV,-1044948
2023-00087274,12/28/2023,12/28/2023,1,1,23F,21-1435.B,"BURGLARY FROM AUTO, TRUCK, TRAILER, VESSEL  - THIRD DEGREE (THEFT FROM MOTOR VEHICLE)",-1044947
2023-00087108,12/27/2023,12/27/2023,1,1,88C,OWARR,WARRANT-OTHER,-1044946
2023-00087277,12/28/2023,12/27/2023,1,1,240,21-1720,LARCENY OF AUTO,-1044945
2023-00087218,12/27/2023,12/27/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1044944
2023-00087182,12/27/2023,12/27/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1044943
2023-00087075,12/27/2023,12/27/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1044942
2023-00087263,12/28/2023,12/28/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1044941
2023-00087229,12/27/2023,12/27/2023,1,1,290,21-1760,MALICIOUS INJURY/DESTRUCTION OF PROPERTY/VANDALISM,-1044940
2023-00087228,12/27/2023,12/27/2023,1,1,290,21-1760,MALICIOUS INJURY/DESTRUCTION OF PROPERTY/VANDALISM,-1044939
2023-00087242,12/27/2023,12/27/2023,1,2,290,21-1760,MALICIOUS INJURY/DESTRUCTION OF PROPERTY/VANDALISM,-1044938
2023-00087242,12/27/2023,12/27/2023,1,1,240,47-4.102,UNAUTHORIZED USE OF A VEHICLE / UUMV FROM NPD (MOTOR VEHICLE THEFT),-1044937
2023-00087185,12/27/2023,12/18/2023,1,1,23D,21-1708,GRAND LARCENY AT NIGHT (THEFT FROM BUILDING),-1044936
2023-00087155,12/27/2023,12/25/2023,1,1,90Z,22-60.6,PROTECTIVE ORDER VIOLATION / VPO,-1044935
2023-00087152,12/27/2023,12/27/2023,1,1,290,21-1760,MALICIOUS INJURY/DESTRUCTION OF PROPERTY/VANDALISM,-1044934
2023-00087145,12/27/2023,12/27/2023,1,1,23F,21-1435.B,"BURGLARY FROM AUTO, TRUCK, TRAILER, VESSEL  - THIRD DEGREE (THEFT FROM MOTOR VEHICLE)",-1044933
2023-00086614,12/24/2023,12/24/2023,1,1,23H,21-1701,LARCENY (ALL OTHER LARCENY),-1044932
2023-00087063,12/27/2023,12/27/2023,1,1,290,21-1760.A.2,MALICIOUS INJURY TO PROPERTY - OVER $1000,-1044931
2023-00087107,12/27/2023,12/25/2023,1,1,13B,21-644.C,DOMESTIC ABUSE (SIMPLE ASSAULT),-1044930
2023-00087096,12/27/2023,12/27/2023,1,1,90Z,21-540,OBSTRUCTING OFFICER,-1044929
2023-00087195,12/27/2023,12/27/2023,1,1,90Z,21-1173.B,STALKING IN VIOLATION OF COURT ORDER,-1044928
2023-00087188,12/27/2023,12/27/2023,1,2,35A,63-2.402.B.1,POSSESSION OF CDS,-1044927
2023-00087188,12/27/2023,12/27/2023,1,1,90D,47-11.902,DUI - LIQUOR OR DRUGS/APCV,-1044926
2023-00087237,12/27/2023,12/27/2023,1,2,35B,63-2.405,UNLAWFUL POSSESSION OF PARAPHERNALIA,-1044925
2023-00087237,12/27/2023,12/27/2023,1,1,90E,37-8,PUBLIC INTOXICATION,-1044924
2023-00082380,12/6/2023,12/28/2023,1,6,86R,RECOVEREDVEH,"RECOVERED - AUTO, AIRCRAFT, OR OTHER MOTOR VEHICLE",-1044923
2023-00082380,12/6/2023,12/28/2023,1,5,90Z,47-7.606,FAILURE TO MAINTAIN SECURITY / INSURANCE,-1044922
2023-00082380,12/6/2023,12/28/2023,1,4,87F,47-1151,OPERATING VEHICLE WITHOUT PROPER TAG/DECAL,-1044921
2023-00082380,12/6/2023,12/28/2023,1,3,87F,47-6.303,DRIVING WITH LIC. CANCELED/SUSPENDED/REVOKED - DUS,-1044920
2023-00082380,12/6/2023,12/6/2023,1,2,90Z,47-4.103,"UNAUTHORIZED RECEIPT, POSSESSION, CONCEALMENT, SALE, OR DISPOSSESSION OF VEHICLE OR IMPLEMENT OF HUSBANDRY",-1044919
2023-00087149,12/27/2023,12/27/2023,1,1,88B,MWARR,WARRANT-MUNICIPAL (NORMAN),-1044918
2023-00075795,11/9/2023,12/27/2023,1,2,86R,RECOVEREDVEH,"RECOVERED - AUTO, AIRCRAFT, OR OTHER MOTOR VEHICLE",-1044917
2023-00086194,12/22/2023,12/22/2023,1,1,250,21-1501,SECURING CREDIT FRAUDENTLY (COUNTERFEITING/FORGERY),-1044916
2023-00087056,12/27/2023,12/27/2023,1,2,290,DAMAGEDPROP,DAMAGED PROPERTY,-1044915
2023-00087056,12/27/2023,12/27/2023,1,1,23F,21-1435.B,"BURGLARY FROM AUTO, TRUCK, TRAILER, VESSEL  - THIRD DEGREE (THEFT FROM MOTOR VEHICLE)",-1044914
2023-00087106,12/27/2023,12/27/2023,1,1,23H,21-1705,GRAND LARCENY (ALL OTHER LARCENY),-1044913
2023-00086784,12/25/2023,12/25/2023,1,1,13B,24-401,ASSAULT & BATTERY,-1044912
2023-00087057,12/27/2023,12/27/2023,1,2,90J,21-1835,TRESPASSING AFTER BEING FORBIDDEN,-1044911
2023-00087057,12/27/2023,12/27/2023,1,1,90Z,21-540,OBSTRUCTING OFFICER,-1044910
2023-00087105,12/27/2023,12/26/2023,1,1,290,21-1760,MALICIOUS INJURY/DESTRUCTION OF PROPERTY/VANDALISM,-1044909
2023-00087095,12/27/2023,12/27/2023,1,1,86M,SUICPROTECT,SUICIDE ATTEMPT / PROTECTIVE CUSTODY,-1044908
2023-00085100,12/18/2023,12/18/2023,1,1,90J,24-505,TRESPASSING,-1044907
2023-00086754,12/25/2023,12/25/2023,1,1,23C,24-503,PETTY LARCENY,-1044906
2023-00086744,12/25/2023,12/25/2023,1,1,90Z,24-305,UNDER INFLUENCE/NARC,-1044905
2023-00085504,12/19/2023,12/19/2023,1,3,290,DAMAGEDPROP,DAMAGED PROPERTY,-1044904
2023-00086724,12/24/2023,12/25/2023,1,4,90B,J24-301,JV CURFEW VIOL,-1044903
2023-00086724,12/24/2023,12/24/2023,1,2,90Z,J24-602,JV INTER W/OFF PROC,-1044901
2023-00086724,12/24/2023,12/24/2023,1,1,35B,J24-312,JV POSS/DRUG PARAPHERNALIA,-1044900
2023-00085965,12/21/2023,10/21/2023,1,1,13B,24-401,ASSAULT & BATTERY,-1044899
2023-00086609,12/24/2023,12/24/2023,1,2,90Z,24-602,INTER W/OFF PROC,-1044898
2023-00086609,12/24/2023,12/24/2023,1,1,90E,24-202,PUBLIC INTOX,-1044897
2023-00086920,12/26/2023,12/26/2023,1,1,88C,OWARR,WARRANT-OTHER,-1044896
2023-00086911,12/26/2023,12/26/2023,1,1,88C,OWARR,WARRANT-OTHER,-1044895
2023-00086903,12/26/2023,12/26/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1044894
2023-00086344,12/23/2023,12/23/2023,1,1,90J,24-505,TRESPASSING,-1044893
2023-00086204,12/22/2023,12/22/2023,1,1,23H,J24-503,JV PETTY LARCENY,-1044892
2023-00085784,12/20/2023,12/20/2023,1,1,86D,4-503,CONFINEMENT/AT LARGE,-1044891
2023-00087046,12/27/2023,12/27/2023,1,1,290,21-1760,MALICIOUS INJURY/DESTRUCTION OF PROPERTY/VANDALISM,-1044890
2023-00087030,12/27/2023,12/27/2023,1,1,290,21-1760,MALICIOUS INJURY/DESTRUCTION OF PROPERTY/VANDALISM,-1044889
2023-00086973,12/26/2023,12/26/2023,1,1,290,24-502,MOLESTING PROP,-1044888
2023-00086914,12/26/2023,12/24/2023,1,1,23F,21-1435.B,"BURGLARY FROM AUTO, TRUCK, TRAILER, VESSEL  - THIRD DEGREE (THEFT FROM MOTOR VEHICLE)",-1044887
2023-00086917,12/26/2023,12/26/2023,1,1,250,21-1592,UTTERING FORGED INSTRUMENTS (COUNTERFEITING/FORGERY),-1044886
2023-00086908,12/26/2023,12/17/2023,1,1,270,21-1451,EMBEZZLEMENT,-1044885
2023-90000626,12/26/2023,12/26/2023,1,1,290,21-1760,MALICIOUS INJURY/DESTRUCTION OF PROPERTY/VANDALISM,-1044884
2023-90000625,12/26/2023,12/26/2023,1,1,23H,21-1701,LARCENY (ALL OTHER LARCENY),-1044883
2023-90000624,12/26/2023,12/26/2023,1,1,13C,21-1172,OBSCENE/THREATENING/HARASSING PHONE CALL (INTIMIDATION),-1044882
2023-90000623,12/26/2023,12/26/2023,1,1,13C,21-1172,OBSCENE/THREATENING/HARASSING PHONE CALL (INTIMIDATION),-1044881
2023-90000622,12/25/2023,12/25/2023,1,1,23H,21-1701,LARCENY (ALL OTHER LARCENY),-1044880
2023-90000621,12/24/2023,12/24/2023,1,1,26C,21-1533.1,FRAUDULENTLY OBTAINING PERSONAL IDENTITY OF OTHERS (IMPERSONATION),-1044879
2023-90000620,12/24/2023,12/24/2023,1,1,23F,21-1435.B,"BURGLARY FROM AUTO, TRUCK, TRAILER, VESSEL  - THIRD DEGREE (THEFT FROM MOTOR VEHICLE)",-1044878
2023-90000619,12/23/2023,12/23/2023,1,1,23F,21-1435.B,"BURGLARY FROM AUTO, TRUCK, TRAILER, VESSEL  - THIRD DEGREE (THEFT FROM MOTOR VEHICLE)",-1044877
2023-90000618,12/22/2023,12/22/2023,1,1,23C,21-1701,LARCENY (SHOPLIFTING),-1044876
2023-90000617,12/22/2023,12/22/2023,1,1,26A,21-1953,COMPUTER FRAUD/UNLAWFUL USE OF COMPUTER/SYSTEM  (FALSE PRETENSES/SWINDLE/CONFIDENCE GAME),-1044875
2023-00087043,12/27/2023,12/27/2023,1,1,240,21-1720,LARCENY OF AUTO,-1044874
2023-90000616,12/22/2023,12/22/2023,1,1,26A,21-1953,COMPUTER FRAUD/UNLAWFUL USE OF COMPUTER/SYSTEM  (FALSE PRETENSES/SWINDLE/CONFIDENCE GAME),-1044873
2023-90000615,12/22/2023,12/22/2023,1,1,13C,21-1172,OBSCENE/THREATENING/HARASSING PHONE CALL (INTIMIDATION),-1044872
2023-00087019,12/27/2023,12/25/2023,1,1,11D,21-843.5.E,CHILD SEXUAL ABUSE (FORCIBLE FONDLING),-1044871
2023-00086883,12/26/2023,12/26/2023,1,2,290,DAMAGEDPROP,DAMAGED PROPERTY,-1044870
2023-00086883,12/26/2023,12/22/2023,5,1,23F,21-1435.B,"BURGLARY FROM AUTO, TRUCK, TRAILER, VESSEL  - THIRD DEGREE (THEFT FROM MOTOR VEHICLE)",-1044869
2023-00086881,12/26/2023,12/19/2023,1,1,23H,21-1706,PETIT LARCENY (ALL OTHER LARCENY),-1044868
2023-00087009,12/26/2023,12/26/2023,1,1,90I,RUNAWA,RUNAWAY,-1044867
2023-00086878,12/26/2023,12/26/2023,1,1,86P,UNATDTH,UNATTENDED / ATTENDED DEATH,-1044866
2023-00086899,12/26/2023,12/26/2023,1,1,86P,UNATDTH,UNATTENDED / ATTENDED DEATH,-1044865
2023-00086845,12/26/2023,12/26/2023,1,8,90Z,21-852.1,CHILD ENDANGERMENT,-1044864
2023-00086845,12/26/2023,12/26/2023,1,7,90Z,21-1685,CRUELTY TO ANIMALS,-1044863
2023-00086845,12/26/2023,12/26/2023,1,6,13C,21-1378.B,ACT OF VIOLENCE - THREATEN SERIOUS BODILY HARM OR DEATH,-1044862
2023-00086845,12/26/2023,12/26/2023,1,5,13A,21-645,ASSAULT &/OR BATTERY W/DANGEROUS WEAPON,-1044861
2023-00086845,12/26/2023,12/26/2023,1,4,13B,21-843.5.A,CHILD ABUSE BY INJURY (SIMPLE ASSAULT),-1044860
2023-00086845,12/26/2023,12/26/2023,1,3,13B,21-644.G,DOMESTIC ABUSE IN PRESENCE OF MINOR CHILD (SIMPLE ASSAULT),-1044859
2023-00086845,12/26/2023,12/26/2023,1,2,13A,21-644.J,DOMESTIC ABUSE BY STRANGULATION (AGGRAVATED ASSAULT),-1044858
2023-00086845,12/26/2023,12/26/2023,2,1,13B,21-644.C,DOMESTIC ABUSE (SIMPLE ASSAULT),-1044857
2023-00086869,12/26/2023,12/26/2023,1,6,90Z,21-425,CRIMINAL PATTERING / PATTERN OF CRIMINAL OFFENSES,-1044852
2023-00086869,12/26/2023,12/26/2023,1,5,90Z,21-856,CONTRIBUTING TO THE DELINQUENCY OF MINORS,-1044851
2023-00086869,12/26/2023,12/27/2023,1,4,26B,21-1550.25,FRAUDULENT USE OF CREDIT CARD NUMBER,-1044850
2023-00086869,12/26/2023,12/27/2023,1,3,86R,47-4.102,UNAUTHORIZED USE OF A VEHICLE / UUMV (RECOVERY FROM OTHER AGENCY),-1044849
2023-00086398,12/23/2023,12/23/2023,1,3,90Z,21-540,OBSTRUCTING OFFICER,-1044847
2023-00086398,12/23/2023,12/23/2023,3,2,13C,21-1378.B,ACT OF VIOLENCE - THREATEN SERIOUS BODILY HARM OR DEATH,-1044846
2023-00086398,12/23/2023,12/23/2023,3,1,13A,21-652.C,ASSAULT/BATTERY WITH DEADLY WEAPON,-1044845
2023-00086905,12/26/2023,12/26/2023,1,2,35B,63-2.405,UNLAWFUL POSSESSION OF PARAPHERNALIA,-1044844
2023-00086905,12/26/2023,12/26/2023,1,1,35A,63-2.402.B.1,POSSESSION OF CDS,-1044843
2023-00086970,12/26/2023,12/26/2023,1,2,90D,21-852.1.4,CHILD ENDANGERMENT BY PERMITTING CHILD ABUSE - (BY DUI/APC),-1044842
2023-00086970,12/26/2023,12/26/2023,1,1,90D,47-11.902,DUI - LIQUOR OR DRUGS/APCV,-1044841
2023-00086869,12/26/2023,12/26/2023,1,1,240,47-4.102,UNAUTHORIZED USE OF A VEHICLE / UUMV FROM NPD (MOTOR VEHICLE THEFT),-1044840
2023-00086907,12/26/2023,12/26/2023,1,1,90Z,24-310,OUTRAGING PUB DEC,-1044839
2023-00086633,12/24/2023,12/24/2023,3,1,88B,MWARR,WARRANT-MUNICIPAL (NORMAN),-1044838
2023-00085954,12/21/2023,12/15/2023,2,1,90Z,22-60.6,PROTECTIVE ORDER VIOLATION / VPO,-1044837
2023-00086531,12/24/2023,12/24/2023,1,1,86S,OFINFO,OFFICERS INFORMATION,-1044836
2023-00086463,12/23/2023,12/23/2023,1,1,90Z,22-60.6,PROTECTIVE ORDER VIOLATION / VPO,-1044835
2023-00086891,12/26/2023,12/24/2023,1,2,290,DAMAGEDPROP,DAMAGED PROPERTY,-1044834
2023-00086891,12/26/2023,12/24/2023,1,1,23F,21-1435.B,"BURGLARY FROM AUTO, TRUCK, TRAILER, VESSEL  - THIRD DEGREE (THEFT FROM MOTOR VEHICLE)",-1044833
2023-00086432,12/23/2023,12/23/2023,1,1,23C,24-503,PETTY LARCENY,-1044830
2023-00086722,12/25/2023,12/25/2023,1,1,90J,24-505,TRESPASSING,-1044829
2023-00084252,12/14/2023,12/14/2023,1,1,86D,4-503,CONFINEMENT/AT LARGE,-1044828
2023-00086839,12/26/2023,12/26/2023,3,1,88B,MWARR,WARRANT-MUNICIPAL (NORMAN),-1044827
2023-00086524,12/23/2023,12/23/2002,2,1,88B,MWARR,WARRANT-MUNICIPAL (NORMAN),-1044826
2023-00086728,12/25/2023,12/25/2023,1,1,90D,47-11.902,DUI - LIQUOR OR DRUGS/APCV,-1044825
2023-00086627,12/24/2023,12/24/2023,1,2,90J,21-1835,TRESPASSING AFTER BEING FORBIDDEN,-1044824
2023-00086627,12/24/2023,12/24/2023,1,1,35A,63-2.402.B.1,POSSESSION OF CDS,-1044823
2023-00086199,12/22/2023,12/22/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1044822
2023-00086523,12/23/2023,12/23/2023,1,4,35B,63-2.405,UNLAWFUL POSSESSION OF PARAPHERNALIA,-1044821
2023-00086523,12/23/2023,12/23/2023,1,3,35A,63-2.402.B.1,POSSESSION OF CDS,-1044820
2023-00086523,12/23/2023,12/23/2023,1,2,90Z,21-1550.28,POSSESSION OF CREDIT CARD BELONGING TO ANOTHER,-1044819
2023-00086523,12/23/2023,12/23/2023,1,1,280,21-1713,RECEIVE/POSSESS/CONCEAL STOLEN PROPERTY / KCSP (STOLEN PROPERTY OFFENSE),-1044818
2023-00086263,12/22/2023,12/22/2023,1,1,88A,CWARR,WARRANT-CLEV COUNTY,-1044817
2023-00086538,12/24/2023,12/24/2023,1,1,90D,47-11.902,DUI - LIQUOR OR DRUGS/APCV,-1044816
2023-00086354,12/23/2023,12/23/2023,1,1,88C,OWARR,WARRANT-OTHER,-1044815
2023-00086506,12/23/2023,12/23/2023,1,1,86P,UNATDTH,UNATTENDED / ATTENDED DEATH,-1044814
2023-00086769,12/25/2023,12/24/2023,1,1,290,21-1760,MALICIOUS INJURY/DESTRUCTION OF PROPERTY/VANDALISM,-1044813
2023-00086765,12/25/2023,12/24/2023,1,1,290,21-1760,MALICIOUS INJURY/DESTRUCTION OF PROPERTY/VANDALISM,-1044812
2023-00086409,12/23/2023,12/23/2023,2,1,290,21-1760,MALICIOUS INJURY/DESTRUCTION OF PROPERTY/VANDALISM,-1044811
2023-00086250,12/22/2023,12/22/2023,1,1,290,24-502,MOLESTING PROP,-1044810
2023-00086182,12/22/2023,12/22/2023,1,2,290,DAMAGEDPROP,DAMAGED PROPERTY,-1044809
