CaseNumber,ReportedDate,OffenseDate,Counts,IBRSeqNumber,IBRCrimeCode,Statute,Description,OffenseID,Bias
2023-00087778,12/30/2023,12/30/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1045047,NA
2023-00087844,12/30/2023,12/30/2023,1,1,83B,MISPER,MISSING PERSON,-1045046,NA
2023-00088069,12/31/2023,12/31/2023,1,1,90I,RUNAWA,RUNAWAY,-1045045,NA
2023-00087563,12/29/2023,12/29/2023,7,1,88B,MWARR,WARRANT-MUNICIPAL (NORMAN),-1045044,NA
2023-00087883,12/31/2023,12/31/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1045043,NA
2023-00087676,12/30/2023,12/30/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1045042,NA
2023-00087874,12/31/2023,12/31/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1045041,NA
2023-00087788,12/30/2023,12/30/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1045040,NA
2023-00087907,12/31/2023,12/31/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1045039,NA
2023-00087507,12/29/2023,12/29/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1045038,NA
2023-00087967,12/31/2023,12/31/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1045037,NA
2023-00087635,12/29/2023,12/29/2023,1,1,88B,MWARR,WARRANT-MUNICIPAL (NORMAN),-1045036,NA
2023-00087829,12/30/2023,12/30/2023,2,2,88B,MWARR,WARRANT-MUNICIPAL (NORMAN),-1045035,NA
2023-00087829,12/30/2023,12/30/2023,1,1,90D,47-11.902,DUI - LIQUOR OR DRUGS/APCV,-1045034,NA
2023-00087987,12/31/2023,12/31/2023,2,1,88B,MWARR,WARRANT-MUNICIPAL (NORMAN),-1045033,NA
2023-00087946,12/31/2023,12/31/2023,1,2,13C,21-641,ASSAULT / THREATS (INTIMIDATION),-1045032,NA
2023-00087946,12/31/2023,12/31/2023,1,1,13B,21-644.C,DOMESTIC ABUSE (SIMPLE ASSAULT),-1045031,NA
2023-00087981,12/31/2023,12/31/2023,5,1,88B,MWARR,WARRANT-MUNICIPAL (NORMAN),-1045030,NA
2023-00087689,12/30/2023,12/30/2023,1,1,88B,MWARR,WARRANT-MUNICIPAL (NORMAN),-1045029,NA
2023-00087476,12/29/2023,12/29/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1045027,NA
2023-00087459,12/29/2023,12/29/2023,1,1,86S,OFINFO,OFFICERS INFORMATION,-1045026,NA
2023-00087516,12/29/2023,12/29/2023,1,1,90Z,21-1172,OBSCENE/THREATENING/HARASSING PHONE CALL (ALL OTHER OFFENSES),-1045025,NA
2023-00087432,12/28/2023,12/28/2023,1,1,13B,21-644,ASSAULT AND BATTERY (SIMPLE ASSAULT),-1045024,NA
2023-00087253,12/27/2023,12/27/2023,1,1,90Z,24-403,DIST THE PEACE,-1045023,NA
2023-00087487,12/29/2023,12/29/2023,2,1,88B,MWARR,WARRANT-MUNICIPAL (NORMAN),-1045022,NA
2023-00087517,12/29/2023,12/29/2023,1,1,90Z,16-101,HEALTH/SAFETY VIOL,-1045021,NA
2023-00086938,12/26/2023,12/26/2023,1,1,90J,24-505,TRESPASSING,-1045020,NA
2023-00086453,12/23/2023,12/23/2023,1,1,90J,24-505,TRESPASSING,-1045019,NA
2023-00087502,12/29/2023,12/29/2023,1,1,90Z,16-302,INOPERABLE VEH,-1045018,NA
2023-00086408,12/23/2023,12/23/2023,1,1,90J,24-505,TRESPASSING,-1045017,NA
2023-00086388,12/23/2023,12/23/2023,1,1,90J,24-505,TRESPASSING,-1045016,NA
2023-00087325,12/28/2023,12/28/2023,1,1,86M,SUICPROTECT,SUICIDE ATTEMPT / PROTECTIVE CUSTODY,-1045015,NA
2023-00087415,12/28/2023,12/28/2023,1,1,290,24-502,MOLESTING PROP,-1045014,NA
2023-00087302,12/28/2023,12/27/2023,2,1,290,24-502,MOLESTING PROP,-1045013,NA
2023-00087466,12/29/2023,12/29/2023,1,3,90J,24-505,TRESPASSING,-1045012,NA
2023-00087305,12/28/2023,12/28/2023,1,1,86G,FOUNDPROP,FOUND PROPERTY,-1045011,NA
2023-00087374,12/28/2023,10/15/2023,1,1,23F,21-1435.B,"BURGLARY FROM AUTO, TRUCK, TRAILER, VESSEL  - THIRD DEGREE (THEFT FROM MOTOR VEHICLE)",-1045010,NA
2023-00087407,12/28/2023,12/28/2023,1,1,220,21-1435.A,BURGLARY - SECOND DEGREE (BURGLARY),-1045009,NA
2023-00087149,12/27/2023,12/27/2023,1,2,90Z,24-305,UNDER INFLUENCE/NARC,-1045008,NA
2023-00087399,12/28/2023,12/28/2023,1,2,240,21-1720,LARCENY OF AUTO,-1045007,NA
2023-00087399,12/28/2023,12/28/2023,1,1,120,21-801,ROBBERY OR ATTEMPTED W/ DANGEROUS WEAPON,-1045006,NA
2023-00087335,12/28/2023,12/27/2023,1,1,240,21-1720,LARCENY OF AUTO,-1045005,NA
2023-00087401,12/28/2023,12/28/2023,1,1,240,21-1720,LARCENY OF AUTO,-1045004,NA
2023-00087376,12/28/2023,12/25/2023,1,1,90Z,22-60.6,PROTECTIVE ORDER VIOLATION / VPO,-1045003,NA
2023-00087307,12/28/2023,12/28/2023,1,1,90J,24-505,TRESPASSING,-1045002,NA
2023-00086087,12/21/2023,12/21/2023,1,1,13B,21-644,ASSAULT AND BATTERY (SIMPLE ASSAULT),-1045001,NA
2023-00087299,12/28/2023,12/28/2023,1,3,23F,21-1435.B,"BURGLARY FROM AUTO, TRUCK, TRAILER, VESSEL  - THIRD DEGREE (THEFT FROM MOTOR VEHICLE)",-1045000,NA
2023-00087299,12/28/2023,12/28/2023,1,2,280,21-1713,RECEIVE/POSSESS/CONCEAL STOLEN PROPERTY / KCSP (STOLEN PROPERTY OFFENSE),-1044999,NA
2023-00087299,12/28/2023,12/28/2023,1,1,35A,63-2.402.B.1,POSSESSION OF CDS,-1044998,NA
2023-00087454,12/28/2023,12/28/2023,1,1,90D,47-11.902,DUI - LIQUOR OR DRUGS/APCV,-1044997,NA
2023-00087466,12/29/2023,12/29/2023,1,2,90Z,21-540,OBSTRUCTING OFFICER,-1044996,NA
2023-00087466,12/29/2023,12/29/2023,1,1,90E,37-8,PUBLIC INTOXICATION,-1044995,NA
2023-00087382,12/28/2023,12/28/2023,1,2,35A,63-2.402.B.1,POSSESSION OF CDS,-1044994,NA
2023-00087382,12/28/2023,12/28/2023,1,1,90E,37-8,PUBLIC INTOXICATION,-1044993,NA
2023-00086263,12/22/2023,12/22/2023,1,2,90J,24-505,TRESPASSING,-1044992,NA
2023-00087196,12/27/2023,12/27/2023,1,1,90Z,24-403,DIST THE PEACE,-1044991,NA
2023-00086931,12/26/2023,12/26/2023,1,2,290,24-502,MOLESTING PROP,-1044990,NA
2023-00086931,12/26/2023,12/26/2023,1,1,90E,24-202,PUBLIC INTOX,-1044989,NA
2023-00086676,12/24/2023,12/24/2023,1,1,90J,24-505,TRESPASSING,-1044988,NA
2023-00086038,12/21/2023,12/21/2023,1,1,13B,24-401,ASSAULT & BATTERY,-1044987,NA
2023-00087291,12/28/2023,12/28/2023,1,1,240,21-1720,LARCENY OF AUTO,-1044986,NA
2023-00085938,12/21/2023,12/21/2023,1,1,90J,24-505,TRESPASSING,-1044984,NA
2023-00087287,12/28/2023,12/27/2023,1,1,240,21-1720,LARCENY OF AUTO,-1044983,NA
2023-00086601,12/24/2023,12/24/2023,1,1,90Z,24-604,OBSTR PUBLIC WAY,-1044982,NA
2023-00084243,12/14/2023,12/13/2023,1,1,13B,J24-401,JV ASSAULT & BATTERY,-1044981,NA
2023-00086356,12/23/2023,12/23/2023,1,1,90J,J24-505,JV TRESPASSING,-1044980,NA
2023-00086844,12/26/2023,12/26/2023,1,1,90Z,24-403,DIST THE PEACE,-1044979,NA
2023-00084675,12/16/2023,12/16/2023,1,1,90J,24-505,TRESPASSING,-1044978,NA
2023-00086456,12/23/2023,12/23/2023,1,1,90J,24-505,TRESPASSING,-1044977,NA
2023-00086396,12/23/2023,12/23/2023,1,1,90J,24-505,TRESPASSING,-1044976,NA
2023-00086026,12/21/2023,12/21/2023,1,1,23C,24-503,PETTY LARCENY,-1044975,NA
2023-00085416,12/19/2023,12/16/2023,1,1,86D,4-603,NUISANCE ANIMAL,-1044974,NA
2023-00087288,12/28/2023,12/28/2023,1,1,240,21-1720,LARCENY OF AUTO,-1044973,NA
2023-00087249,12/27/2023,12/27/2023,1,2,290,21-1760,MALICIOUS INJURY/DESTRUCTION OF PROPERTY/VANDALISM,-1044972,NA
2023-00087249,12/27/2023,12/27/2023,1,1,240,47-4.102,UNAUTHORIZED USE OF A VEHICLE / UUMV FROM NPD (MOTOR VEHICLE THEFT),-1044971,NA
2023-00087293,12/28/2023,12/20/2023,1,1,23D,21-1701,LARCENY (THEFT FROM BUILDING),-1044970,NA
2023-00087248,12/27/2023,12/27/2023,1,1,90Z,21-850,RACIAL/ETHNIC/RELIGIOUS HARASSMENT (ALL OTHER OFFENSES),-1044969,NA
2023-00087233,12/27/2023,12/27/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1044968,NA
2023-90000632,12/28/2023,12/28/2023,1,1,26A,21-1953,COMPUTER FRAUD/UNLAWFUL USE OF COMPUTER/SYSTEM  (FALSE PRETENSES/SWINDLE/CONFIDENCE GAME),-1044967,NA
2023-90000631,12/28/2023,12/28/2023,1,1,23F,21-1435.B,"BURGLARY FROM AUTO, TRUCK, TRAILER, VESSEL  - THIRD DEGREE (THEFT FROM MOTOR VEHICLE)",-1044966,NA
2023-90000630,12/27/2023,12/27/2023,1,1,13C,21-1172,OBSCENE/THREATENING/HARASSING PHONE CALL (INTIMIDATION),-1044965,NA
2023-90000629,12/27/2023,12/27/2023,1,1,26A,21-1953,COMPUTER FRAUD/UNLAWFUL USE OF COMPUTER/SYSTEM  (FALSE PRETENSES/SWINDLE/CONFIDENCE GAME),-1044964,NA
2023-90000628,12/27/2023,12/27/2023,1,1,23F,21-1435.B,"BURGLARY FROM AUTO, TRUCK, TRAILER, VESSEL  - THIRD DEGREE (THEFT FROM MOTOR VEHICLE)",-1044963,NA
2023-90000627,12/27/2023,12/27/2023,1,1,23H,21-1701,LARCENY (ALL OTHER LARCENY),-1044962,NA
2023-00087202,12/27/2023,12/27/2023,1,2,290,21-1760,MALICIOUS INJURY/DESTRUCTION OF PROPERTY/VANDALISM,-1044961,NA
2023-00087202,12/27/2023,12/27/2023,1,1,220,21-1435.A,BURGLARY - SECOND DEGREE (BURGLARY),-1044960,NA
2023-00087268,12/28/2023,12/28/2023,1,11,520,21-1272,CARRYING WEAPONS,-1044959,NA
2023-00087268,12/28/2023,12/28/2023,1,10,520,21-1289.9,CARRYING FIREARMS WHILE UNDER THE INFLUENCE,-1044958,NA
2023-00087268,12/28/2023,12/28/2023,1,9,90G,21-1215,MINOR IN POSSESSION OF ALCOHOL,-1044957,NA
2023-00087268,12/28/2023,12/28/2023,1,8,90E,37-8,PUBLIC INTOXICATION,-1044956,NA
2023-00086743,12/25/2023,12/27/2023,1,2,86G,FOUNDPROP,FOUND PROPERTY,-1044955,NA
2023-00087268,12/28/2023,12/28/2023,1,7,90E,37-8,PUBLIC INTOXICATION,-1044954,NA
2023-00087268,12/28/2023,12/28/2023,1,6,90G,21-1215,MINOR IN POSSESSION OF ALCOHOL,-1044953,NA
2023-00087268,12/28/2023,12/28/2023,1,5,90E,37-537.A8,PUBLIC DRUNK,-1044952,NA
2023-00087268,12/28/2023,12/28/2023,1,4,520,21-1272,CARRYING WEAPONS,-1044951,NA
2023-00087268,12/28/2023,12/28/2023,1,3,90G,21-1215,MINOR IN POSSESSION OF ALCOHOL,-1044950,NA
2023-00087268,12/28/2023,12/28/2023,1,2,520,21-1289.9,CARRYING FIREARMS WHILE UNDER THE INFLUENCE,-1044949,NA
2023-00087268,12/28/2023,12/28/2023,1,1,90D,47-11.902,DUI - LIQUOR OR DRUGS/APCV,-1044948,NA
2023-00087274,12/28/2023,12/28/2023,1,1,23F,21-1435.B,"BURGLARY FROM AUTO, TRUCK, TRAILER, VESSEL  - THIRD DEGREE (THEFT FROM MOTOR VEHICLE)",-1044947,NA
2023-00087108,12/27/2023,12/27/2023,1,1,88C,OWARR,WARRANT-OTHER,-1044946,NA
2023-00087277,12/28/2023,12/27/2023,1,1,240,21-1720,LARCENY OF AUTO,-1044945,NA
2023-00087218,12/27/2023,12/27/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1044944,NA
2023-00087182,12/27/2023,12/27/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1044943,NA
2023-00087075,12/27/2023,12/27/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1044942,NA
2023-00087263,12/28/2023,12/28/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1044941,NA
2023-00087229,12/27/2023,12/27/2023,1,1,290,21-1760,MALICIOUS INJURY/DESTRUCTION OF PROPERTY/VANDALISM,-1044940,NA
2023-00087228,12/27/2023,12/27/2023,1,1,290,21-1760,MALICIOUS INJURY/DESTRUCTION OF PROPERTY/VANDALISM,-1044939,NA
2023-00087242,12/27/2023,12/27/2023,1,2,290,21-1760,MALICIOUS INJURY/DESTRUCTION OF PROPERTY/VANDALISM,-1044938,NA
2023-00087242,12/27/2023,12/27/2023,1,1,240,47-4.102,UNAUTHORIZED USE OF A VEHICLE / UUMV FROM NPD (MOTOR VEHICLE THEFT),-1044937,NA
2023-00087185,12/27/2023,12/18/2023,1,1,23D,21-1708,GRAND LARCENY AT NIGHT (THEFT FROM BUILDING),-1044936,NA
2023-00087155,12/27/2023,12/25/2023,1,1,90Z,22-60.6,PROTECTIVE ORDER VIOLATION / VPO,-1044935,NA
2023-00087152,12/27/2023,12/27/2023,1,1,290,21-1760,MALICIOUS INJURY/DESTRUCTION OF PROPERTY/VANDALISM,-1044934,NA
2023-00087145,12/27/2023,12/27/2023,1,1,23F,21-1435.B,"BURGLARY FROM AUTO, TRUCK, TRAILER, VESSEL  - THIRD DEGREE (THEFT FROM MOTOR VEHICLE)",-1044933,NA
2023-00086614,12/24/2023,12/24/2023,1,1,23H,21-1701,LARCENY (ALL OTHER LARCENY),-1044932,NA
2023-00087063,12/27/2023,12/27/2023,1,1,290,21-1760.A.2,MALICIOUS INJURY TO PROPERTY - OVER $1000,-1044931,NA
2023-00087107,12/27/2023,12/25/2023,1,1,13B,21-644.C,DOMESTIC ABUSE (SIMPLE ASSAULT),-1044930,NA
2023-00087096,12/27/2023,12/27/2023,1,1,90Z,21-540,OBSTRUCTING OFFICER,-1044929,NA
2023-00087195,12/27/2023,12/27/2023,1,1,90Z,21-1173.B,STALKING IN VIOLATION OF COURT ORDER,-1044928,NA
2023-00087188,12/27/2023,12/27/2023,1,2,35A,63-2.402.B.1,POSSESSION OF CDS,-1044927,NA
2023-00087188,12/27/2023,12/27/2023,1,1,90D,47-11.902,DUI - LIQUOR OR DRUGS/APCV,-1044926,NA
2023-00087237,12/27/2023,12/27/2023,1,2,35B,63-2.405,UNLAWFUL POSSESSION OF PARAPHERNALIA,-1044925,NA
2023-00087237,12/27/2023,12/27/2023,1,1,90E,37-8,PUBLIC INTOXICATION,-1044924,NA
2023-00082380,12/6/2023,12/28/2023,1,6,86R,RECOVEREDVEH,"RECOVERED - AUTO, AIRCRAFT, OR OTHER MOTOR VEHICLE",-1044923,NA
2023-00082380,12/6/2023,12/28/2023,1,5,90Z,47-7.606,FAILURE TO MAINTAIN SECURITY / INSURANCE,-1044922,NA
2023-00082380,12/6/2023,12/28/2023,1,4,87F,47-1151,OPERATING VEHICLE WITHOUT PROPER TAG/DECAL,-1044921,NA
2023-00082380,12/6/2023,12/28/2023,1,3,87F,47-6.303,DRIVING WITH LIC. CANCELED/SUSPENDED/REVOKED - DUS,-1044920,NA
2023-00082380,12/6/2023,12/6/2023,1,2,90Z,47-4.103,"UNAUTHORIZED RECEIPT, POSSESSION, CONCEALMENT, SALE, OR DISPOSSESSION OF VEHICLE OR IMPLEMENT OF HUSBANDRY",-1044919,NA
2023-00087149,12/27/2023,12/27/2023,1,1,88B,MWARR,WARRANT-MUNICIPAL (NORMAN),-1044918,NA
2023-00075795,11/9/2023,12/27/2023,1,2,86R,RECOVEREDVEH,"RECOVERED - AUTO, AIRCRAFT, OR OTHER MOTOR VEHICLE",-1044917,NA
2023-00086194,12/22/2023,12/22/2023,1,1,250,21-1501,SECURING CREDIT FRAUDENTLY (COUNTERFEITING/FORGERY),-1044916,NA
2023-00087056,12/27/2023,12/27/2023,1,2,290,DAMAGEDPROP,DAMAGED PROPERTY,-1044915,NA
2023-00087056,12/27/2023,12/27/2023,1,1,23F,21-1435.B,"BURGLARY FROM AUTO, TRUCK, TRAILER, VESSEL  - THIRD DEGREE (THEFT FROM MOTOR VEHICLE)",-1044914,NA
2023-00087106,12/27/2023,12/27/2023,1,1,23H,21-1705,GRAND LARCENY (ALL OTHER LARCENY),-1044913,NA
2023-00086784,12/25/2023,12/25/2023,1,1,13B,24-401,ASSAULT & BATTERY,-1044912,NA
2023-00087057,12/27/2023,12/27/2023,1,2,90J,21-1835,TRESPASSING AFTER BEING FORBIDDEN,-1044911,NA
2023-00087057,12/27/2023,12/27/2023,1,1,90Z,21-540,OBSTRUCTING OFFICER,-1044910,NA
2023-00087105,12/27/2023,12/26/2023,1,1,290,21-1760,MALICIOUS INJURY/DESTRUCTION OF PROPERTY/VANDALISM,-1044909,NA
2023-00087095,12/27/2023,12/27/2023,1,1,86M,SUICPROTECT,SUICIDE ATTEMPT / PROTECTIVE CUSTODY,-1044908,NA
2023-00085100,12/18/2023,12/18/2023,1,1,90J,24-505,TRESPASSING,-1044907,NA
2023-00086754,12/25/2023,12/25/2023,1,1,23C,24-503,PETTY LARCENY,-1044906,NA
2023-00086744,12/25/2023,12/25/2023,1,1,90Z,24-305,UNDER INFLUENCE/NARC,-1044905,NA
2023-00085504,12/19/2023,12/19/2023,1,3,290,DAMAGEDPROP,DAMAGED PROPERTY,-1044904,NA
2023-00086724,12/24/2023,12/25/2023,1,4,90B,J24-301,JV CURFEW VIOL,-1044903,NA
2023-00086724,12/24/2023,12/24/2023,1,2,90Z,J24-602,JV INTER W/OFF PROC,-1044901,NA
2023-00086724,12/24/2023,12/24/2023,1,1,35B,J24-312,JV POSS/DRUG PARAPHERNALIA,-1044900,NA
2023-00085965,12/21/2023,10/21/2023,1,1,13B,24-401,ASSAULT & BATTERY,-1044899,NA
2023-00086609,12/24/2023,12/24/2023,1,2,90Z,24-602,INTER W/OFF PROC,-1044898,NA
2023-00086609,12/24/2023,12/24/2023,1,1,90E,24-202,PUBLIC INTOX,-1044897,NA
2023-00086920,12/26/2023,12/26/2023,1,1,88C,OWARR,WARRANT-OTHER,-1044896,NA
2023-00086911,12/26/2023,12/26/2023,1,1,88C,OWARR,WARRANT-OTHER,-1044895,NA
2023-00086903,12/26/2023,12/26/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1044894,NA
2023-00086344,12/23/2023,12/23/2023,1,1,90J,24-505,TRESPASSING,-1044893,NA
2023-00086204,12/22/2023,12/22/2023,1,1,23H,J24-503,JV PETTY LARCENY,-1044892,NA
2023-00085784,12/20/2023,12/20/2023,1,1,86D,4-503,CONFINEMENT/AT LARGE,-1044891,NA
2023-00087046,12/27/2023,12/27/2023,1,1,290,21-1760,MALICIOUS INJURY/DESTRUCTION OF PROPERTY/VANDALISM,-1044890,NA
2023-00087030,12/27/2023,12/27/2023,1,1,290,21-1760,MALICIOUS INJURY/DESTRUCTION OF PROPERTY/VANDALISM,-1044889,NA
2023-00086973,12/26/2023,12/26/2023,1,1,290,24-502,MOLESTING PROP,-1044888,NA
2023-00086914,12/26/2023,12/24/2023,1,1,23F,21-1435.B,"BURGLARY FROM AUTO, TRUCK, TRAILER, VESSEL  - THIRD DEGREE (THEFT FROM MOTOR VEHICLE)",-1044887,NA
2023-00086917,12/26/2023,12/26/2023,1,1,250,21-1592,UTTERING FORGED INSTRUMENTS (COUNTERFEITING/FORGERY),-1044886,NA
2023-00086908,12/26/2023,12/17/2023,1,1,270,21-1451,EMBEZZLEMENT,-1044885,NA
2023-90000626,12/26/2023,12/26/2023,1,1,290,21-1760,MALICIOUS INJURY/DESTRUCTION OF PROPERTY/VANDALISM,-1044884,NA
2023-90000625,12/26/2023,12/26/2023,1,1,23H,21-1701,LARCENY (ALL OTHER LARCENY),-1044883,NA
2023-90000624,12/26/2023,12/26/2023,1,1,13C,21-1172,OBSCENE/THREATENING/HARASSING PHONE CALL (INTIMIDATION),-1044882,NA
2023-90000623,12/26/2023,12/26/2023,1,1,13C,21-1172,OBSCENE/THREATENING/HARASSING PHONE CALL (INTIMIDATION),-1044881,NA
2023-90000622,12/25/2023,12/25/2023,1,1,23H,21-1701,LARCENY (ALL OTHER LARCENY),-1044880,NA
2023-90000621,12/24/2023,12/24/2023,1,1,26C,21-1533.1,FRAUDULENTLY OBTAINING PERSONAL IDENTITY OF OTHERS (IMPERSONATION),-1044879,NA
2023-90000620,12/24/2023,12/24/2023,1,1,23F,21-1435.B,"BURGLARY FROM AUTO, TRUCK, TRAILER, VESSEL  - THIRD DEGREE (THEFT FROM MOTOR VEHICLE)",-1044878,NA
2023-90000619,12/23/2023,12/23/2023,1,1,23F,21-1435.B,"BURGLARY FROM AUTO, TRUCK, TRAILER, VESSEL  - THIRD DEGREE (THEFT FROM MOTOR VEHICLE)",-1044877,NA
2023-90000618,12/22/2023,12/22/2023,1,1,23C,21-1701,LARCENY (SHOPLIFTING),-1044876,NA
2023-90000617,12/22/2023,12/22/2023,1,1,26A,21-1953,COMPUTER FRAUD/UNLAWFUL USE OF COMPUTER/SYSTEM  (FALSE PRETENSES/SWINDLE/CONFIDENCE GAME),-1044875,NA
2023-00087043,12/27/2023,12/27/2023,1,1,240,21-1720,LARCENY OF AUTO,-1044874,NA
2023-90000616,12/22/2023,12/22/2023,1,1,26A,21-1953,COMPUTER FRAUD/UNLAWFUL USE OF COMPUTER/SYSTEM  (FALSE PRETENSES/SWINDLE/CONFIDENCE GAME),-1044873,NA
2023-90000615,12/22/2023,12/22/2023,1,1,13C,21-1172,OBSCENE/THREATENING/HARASSING PHONE CALL (INTIMIDATION),-1044872,NA
2023-00087019,12/27/2023,12/25/2023,1,1,11D,21-843.5.E,CHILD SEXUAL ABUSE (FORCIBLE FONDLING),-1044871,NA
2023-00086883,12/26/2023,12/26/2023,1,2,290,DAMAGEDPROP,DAMAGED PROPERTY,-1044870,NA
2023-00086883,12/26/2023,12/22/2023,5,1,23F,21-1435.B,"BURGLARY FROM AUTO, TRUCK, TRAILER, VESSEL  - THIRD DEGREE (THEFT FROM MOTOR VEHICLE)",-1044869,NA
2023-00086881,12/26/2023,12/19/2023,1,1,23H,21-1706,PETIT LARCENY (ALL OTHER LARCENY),-1044868,NA
2023-00087009,12/26/2023,12/26/2023,1,1,90I,RUNAWA,RUNAWAY,-1044867,NA
2023-00086878,12/26/2023,12/26/2023,1,1,86P,UNATDTH,UNATTENDED / ATTENDED DEATH,-1044866,NA
2023-00086899,12/26/2023,12/26/2023,1,1,86P,UNATDTH,UNATTENDED / ATTENDED DEATH,-1044865,NA
2023-00086845,12/26/2023,12/26/2023,1,8,90Z,21-852.1,CHILD ENDANGERMENT,-1044864,NA
2023-00086845,12/26/2023,12/26/2023,1,7,90Z,21-1685,CRUELTY TO ANIMALS,-1044863,NA
2023-00086845,12/26/2023,12/26/2023,1,6,13C,21-1378.B,ACT OF VIOLENCE - THREATEN SERIOUS BODILY HARM OR DEATH,-1044862,NA
2023-00086845,12/26/2023,12/26/2023,1,5,13A,21-645,ASSAULT &/OR BATTERY W/DANGEROUS WEAPON,-1044861,NA
2023-00086845,12/26/2023,12/26/2023,1,4,13B,21-843.5.A,CHILD ABUSE BY INJURY (SIMPLE ASSAULT),-1044860,NA
2023-00086845,12/26/2023,12/26/2023,1,3,13B,21-644.G,DOMESTIC ABUSE IN PRESENCE OF MINOR CHILD (SIMPLE ASSAULT),-1044859,NA
2023-00086845,12/26/2023,12/26/2023,1,2,13A,21-644.J,DOMESTIC ABUSE BY STRANGULATION (AGGRAVATED ASSAULT),-1044858,NA
2023-00086845,12/26/2023,12/26/2023,2,1,13B,21-644.C,DOMESTIC ABUSE (SIMPLE ASSAULT),-1044857,NA
2023-00086869,12/26/2023,12/26/2023,1,6,90Z,21-425,CRIMINAL PATTERING / PATTERN OF CRIMINAL OFFENSES,-1044852,NA
2023-00086869,12/26/2023,12/26/2023,1,5,90Z,21-856,CONTRIBUTING TO THE DELINQUENCY OF MINORS,-1044851,NA
2023-00086869,12/26/2023,12/27/2023,1,4,26B,21-1550.25,FRAUDULENT USE OF CREDIT CARD NUMBER,-1044850,NA
2023-00086869,12/26/2023,12/27/2023,1,3,86R,47-4.102,UNAUTHORIZED USE OF A VEHICLE / UUMV (RECOVERY FROM OTHER AGENCY),-1044849,NA
2023-00086398,12/23/2023,12/23/2023,1,3,90Z,21-540,OBSTRUCTING OFFICER,-1044847,NA
2023-00086398,12/23/2023,12/23/2023,3,2,13C,21-1378.B,ACT OF VIOLENCE - THREATEN SERIOUS BODILY HARM OR DEATH,-1044846,NA
2023-00086398,12/23/2023,12/23/2023,3,1,13A,21-652.C,ASSAULT/BATTERY WITH DEADLY WEAPON,-1044845,NA
2023-00086905,12/26/2023,12/26/2023,1,2,35B,63-2.405,UNLAWFUL POSSESSION OF PARAPHERNALIA,-1044844,NA
2023-00086905,12/26/2023,12/26/2023,1,1,35A,63-2.402.B.1,POSSESSION OF CDS,-1044843,NA
2023-00086970,12/26/2023,12/26/2023,1,2,90D,21-852.1.4,CHILD ENDANGERMENT BY PERMITTING CHILD ABUSE - (BY DUI/APC),-1044842,NA
2023-00086970,12/26/2023,12/26/2023,1,1,90D,47-11.902,DUI - LIQUOR OR DRUGS/APCV,-1044841,NA
2023-00086869,12/26/2023,12/26/2023,1,1,240,47-4.102,UNAUTHORIZED USE OF A VEHICLE / UUMV FROM NPD (MOTOR VEHICLE THEFT),-1044840,NA
2023-00086907,12/26/2023,12/26/2023,1,1,90Z,24-310,OUTRAGING PUB DEC,-1044839,NA
2023-00086633,12/24/2023,12/24/2023,3,1,88B,MWARR,WARRANT-MUNICIPAL (NORMAN),-1044838,NA
2023-00085954,12/21/2023,12/15/2023,2,1,90Z,22-60.6,PROTECTIVE ORDER VIOLATION / VPO,-1044837,NA
2023-00086531,12/24/2023,12/24/2023,1,1,86S,OFINFO,OFFICERS INFORMATION,-1044836,NA
2023-00086463,12/23/2023,12/23/2023,1,1,90Z,22-60.6,PROTECTIVE ORDER VIOLATION / VPO,-1044835,NA
2023-00086891,12/26/2023,12/24/2023,1,2,290,DAMAGEDPROP,DAMAGED PROPERTY,-1044834,NA
2023-00086891,12/26/2023,12/24/2023,1,1,23F,21-1435.B,"BURGLARY FROM AUTO, TRUCK, TRAILER, VESSEL  - THIRD DEGREE (THEFT FROM MOTOR VEHICLE)",-1044833,NA
2023-00086432,12/23/2023,12/23/2023,1,1,23C,24-503,PETTY LARCENY,-1044830,NA
