FILENUM,INCIDENT_TYPE,INVOLVMENT,SUBJ_TYPE,SUBJ_INC_NUM,AGE,YRS_EMPL,SEX,RACE,Allegations_SOURCE,ALLEGATION_MADE,FINDING,SERVICE_TYPE,UOF_SOURCE,RESISTANCE_TYPE,SUB_ACT_DESC,UOF_EFFECTIVE,SUBJ_INJ,SUBJ_INJ_HOSP
UF2016-018,Use of force,Officer,Officer,7413,43,14,Male,White,NA,NA,NA,Arrest,Employee,Active Fleeing,Taser,No,No,No
IAI2016-003,Complaint Internal--IAI,Complainant,Citizen,3073,NA,NA,N/A,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UF2016-018,Use of force,Officer,Officer,7412,35,7,Male,White,NA,NA,NA,Arrest,Employee,Active Fleeing,Canine,Yes,No,No
UF2016-018,Use of force,Officer,Officer,7412,35,7,Male,White,NA,NA,NA,Arrest,Employee,Active Fleeing,Taser,Yes,No,No
IAE2016-019,Complaint External--IAE,Officer,Officer,7367,34,6,Male,White,NA,"Conduct Unbecoming:  318, III, 2",Non-Sustained,NA,NA,NA,NA,NA,NA,NA
IAE2016-019,Complaint External--IAE,Officer,Officer,7367,34,6,Male,White,NA,"Misfeasance:  318, IV, L, 4",Sustained,NA,NA,NA,NA,NA,NA,NA
UF2016-022,Use of force,Complainant,Citizen,2837,19,NA,Male,Black,NA,NA,NA,Arrest,Employee,Active Fleeing,Active Fleeing,n/a,Yes,Yes
IAI2016-003,Complaint Internal--IAI,Complainant,Officer,7157,47,19,Female,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UF2016-022,Use of force,Officer,Officer,7474,29,6,Male,White,NA,NA,NA,Arrest,Employee,Active Fleeing,Taser,Yes,No,No
IAI2016-009,Complaint Internal--IAI,Officer,Officer,7422,58,36,Male,White,Employee,Harassment,Unfounded,NA,NA,NA,NA,NA,NA,NA
IAI2016-009,Complaint Internal--IAI,Officer,Officer,7422,58,36,Male,White,Employee,"Improper Conduct Toward Fellow Employee:  318, IV, C, 1-2",Exceptional,NA,NA,NA,NA,NA,NA,NA
IAI2016-009,Complaint Internal--IAI,Officer,Officer,7422,58,36,Male,White,Employee,Organizational Values,Exceptional,NA,NA,NA,NA,NA,NA,NA
UF2016-022,Use of force,Witness,Officer,7475,35,6,Male,White,NA,NA,NA,Arrest,Employee,Active Fleeing,NA,NA,No,No
UF2016-021,Use of force,Complainant,Citizen,2838,28,NA,Male,White,NA,NA,NA,ED,Employee,Active Resister Unarmed,Active Unarmed,n/a,No,Yes
UF2016-021,Use of force,Officer,Officer,7476,43,14,Male,White,NA,NA,NA,ED,Employee,Active Resister Unarmed,Taser,Yes,No,No
IAE2016-010,Complaint External--IAE,Complainant,Citizen,2758,NA,NA,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UF2016-021,Use of force,Witness,Officer,7481,47,24,Male,White,NA,NA,NA,ED,Employee,Active Resister Unarmed,NA,NA,No,No
IAE2016-010,Complaint External--IAE,Witness,Officer,7162,34,11,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UF2016-021,Use of force,Witness,Officer,7477,31,8,Male,White,NA,NA,NA,ED,Employee,Active Resister Unarmed,NA,NA,No,No
IAI2016-010,Complaint Internal--IAI,Officer,Officer,7425,58,36,Male,White,Employee,Criminal Activity,Unfounded,NA,NA,NA,NA,NA,NA,NA
IAI2016-010,Complaint Internal--IAI,Officer,Officer,7425,58,36,Male,White,Employee,Improper Use of Department Eqiupment and/or Materials,Unfounded,NA,NA,NA,NA,NA,NA,NA
IAI2016-010,Complaint Internal--IAI,Officer,Officer,7425,58,36,Male,White,Employee,Organizational Values,Unfounded,NA,NA,NA,NA,NA,NA,NA
IAI2016-010,Complaint Internal--IAI,Officer,Officer,7425,58,36,Male,White,Employee,Untruthfulness,Unfounded,NA,NA,NA,NA,NA,NA,NA
UF2016-021,Use of force,Witness,Officer,7483,29,7,Male,White,NA,NA,NA,ED,Employee,Active Resister Unarmed,NA,NA,No,No
UF2016-021,Use of force,Witness,Officer,7480,29,3,Male,White,NA,NA,NA,ED,Employee,Active Resister Unarmed,NA,NA,No,No
UF2016-021,Use of force,Witness,Officer,7478,33,1,Male,White,NA,NA,NA,ED,Employee,Active Resister Unarmed,NA,NA,No,No
UF2016-021,Use of force,Witness,Officer,7479,26,1,Male,White,NA,NA,NA,ED,Employee,Active Resister Unarmed,NA,NA,No,No
IAE2016-010,Complaint External--IAE,Witness,Officer,7163,45,7,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UF2016-021,Use of force,Witness,Officer,7482,28,1,Male,White,NA,NA,NA,ED,Employee,Active Resister Unarmed,NA,NA,No,No
IAE2016-009,Complaint External--IAE,Complainant,Citizen,2759,24,NA,Male,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UF2016-020,Use of force,Complainant,Citizen,2839,0,NA,Male,White,NA,NA,NA,Arrest,Employee,Complaint of Injury,Passive Non Compliant,n/a,Yes,Yes
IAI2016-011,Complaint Internal--IAI,Officer,Officer,7427,58,36,Male,White,Supervisor,"Conduct Unbecoming:  318, III, 2",Sustained,NA,NA,NA,NA,NA,NA,NA
IAI2016-011,Complaint Internal--IAI,Officer,Officer,7427,58,36,Male,White,Supervisor,"Improper Conduct Toward Fellow Employee:  318, IV, C, 1-2",Sustained,NA,NA,NA,NA,NA,NA,NA
IAI2016-011,Complaint Internal--IAI,Officer,Officer,7427,58,36,Male,White,Supervisor,"Malfeasance:  318, IV, L, 3",Sustained,NA,NA,NA,NA,NA,NA,NA
IAI2016-011,Complaint Internal--IAI,Officer,Officer,7427,58,36,Male,White,Supervisor,Organizational Values,Sustained,NA,NA,NA,NA,NA,NA,NA
IAI2016-011,Complaint Internal--IAI,Officer,Officer,7427,58,36,Male,White,Supervisor,Untruthfulness,Non-Sustained,NA,NA,NA,NA,NA,NA,NA
UF2016-020,Use of force,Witness,Citizen,2840,30,NA,Female,White,NA,NA,NA,Arrest,Employee,Complaint of Injury,NA,n/a,Yes,Yes
UF2016-020,Use of force,Officer,Officer,7484,34,6,Male,White,NA,NA,NA,Arrest,Employee,Complaint of Injury,NA,NA,No,No
UF2016-020,Use of force,Officer,Officer,7485,41,5,Male,White,NA,NA,NA,Arrest,Employee,Complaint of Injury,Compliance Hold,Yes,No,No
UF2016-020,Use of force,Witness,Officer,7486,36,1,Female,White,NA,NA,NA,Arrest,Employee,Complaint of Injury,NA,NA,No,No
UF2016-029,Use of force,Complainant,Citizen,2847,34,NA,Male,White,NA,NA,NA,Arrest,Employee,Active Resister Unarmed,Active Unarmed,n/a,Yes,Yes
IAE2016-009,Complaint External--IAE,Witness,Citizen,2760,NA,NA,Female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UF2016-029,Use of force,Witness,Citizen,2848,31,NA,Male,White,NA,NA,NA,Arrest,Employee,Active Resister Unarmed,NA,n/a,Yes,Yes
IAE2016-009,Complaint External--IAE,Witness,Citizen,2761,NA,NA,Male,Black,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UF2016-029,Use of force,Officer,Officer,7501,31,7,Male,White,NA,NA,NA,Arrest,Employee,Active Resister Unarmed,Leg Sweep Takedown,Yes,No,No
IAI2016-004,Complaint Internal--IAI,Complainant,Citizen,3074,NA,NA,N/A,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UF2016-029,Use of force,Officer,Officer,7500,26,3,Male,White,NA,NA,NA,Arrest,Employee,Active Resister Unarmed,Compliance Hold,Limited,No,No
UF2016-029,Use of force,Officer,Officer,7500,26,3,Male,White,NA,NA,NA,Arrest,Employee,Active Resister Unarmed,Leg Sweep Takedown,Yes,No,No
UF2016-029,Use of force,Officer,Officer,7500,26,3,Male,White,NA,NA,NA,Arrest,Employee,Active Resister Unarmed,Verbal Commands,No,No,No
IAI2016-004,Complaint Internal--IAI,Complainant,Officer,7179,28,3,Male,Black,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IQI2016-002,Inquiry Internal--IQI,Officer,Officer,7459,32,1,Male,White,NA,Excessive Force,No Misconduct,NA,NA,NA,NA,NA,NA,NA
IAI2016-004,Complaint Internal--IAI,Witness,Officer,7196,45,17,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UF2016-029,Use of force,Witness,Officer,7503,53,17,Male,White,NA,NA,NA,Arrest,Employee,Active Resister Unarmed,NA,NA,No,No
IAE2016-021,Complaint External--IAE,Officer,Officer,7491,32,1,Male,White,Employee,Improper Conduct Toward Public,No Misconduct,NA,NA,NA,NA,NA,NA,NA
UF2016-029,Use of force,Witness,Officer,7502,29,3,Male,White,NA,NA,NA,Arrest,Employee,Active Resister Unarmed,NA,NA,No,No
IAI2016-004,Complaint Internal--IAI,Witness,Officer,7197,42,11,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UF2016-028(DISP),Use of force,Complainant,Citizen,2850,46,NA,Female,White,NA,NA,NA,Arrest,Employee,Active Fleeing,NA,n/a,No,No
IQI2016-003,Inquiry Internal--IQI,Officer,Officer,7494,34,6,Male,White,Employee,Traffic Violation,Administrative,NA,NA,NA,NA,NA,NA,NA
UF2016-028(DISP),Use of force,Officer,Officer,7628,54,27,Male,White,NA,NA,NA,Arrest,Employee,Active Fleeing,NA,NA,No,No
IAI2016-004,Complaint Internal--IAI,Witness,Officer,7198,37,4,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UF2016-028(DISP),Use of force,Officer,Officer,7506,39,8,Male,White,NA,NA,NA,Arrest,Employee,Active Fleeing,Firearm Pointing,Yes,No,No
IQE2016-016,Inquiry External--IQE,Officer,Officer,7505,52,24,Male,White,Citizen Letter,Improper Conduct Toward Public,Non-Sustained,NA,NA,NA,NA,NA,NA,NA
IQE2016-016,Inquiry External--IQE,Officer,Officer,7505,52,24,Male,White,Citizen Letter,Improper Use of Audio/Video Equipment,Exonerated,NA,NA,NA,NA,NA,NA,NA
UF2016-028(DISP),Use of force,Officer,Officer,7627,28,6,Male,White,NA,NA,NA,Arrest,Employee,Active Fleeing,NA,NA,No,No
UF2016-028(DISP),Use of force,Witness,Officer,7507,36,8,Male,White,NA,NA,NA,Arrest,Employee,Active Fleeing,NA,NA,No,No
UF2016-028(DISP),Use of force,Witness,Officer,7509,29,7,Male,White,NA,NA,NA,Arrest,Employee,Active Fleeing,NA,NA,No,No
UF2016-028(DISP),Use of force,Witness,Officer,7511,29,7,Male,White,NA,NA,NA,Arrest,Employee,Active Fleeing,NA,NA,No,No
IAE2016-022,Complaint External--IAE,Officer,Officer,7561,42,7,Female,White,Outside LE Agency,Performance - Acts bringing discredit to the department (Off Duty),Exceptional,NA,NA,NA,NA,NA,NA,NA
UF2016-028(DISP),Use of force,Witness,Officer,7508,32,6,Female,White,NA,NA,NA,Arrest,Employee,Active Fleeing,NA,NA,No,No
UF2016-028(DISP),Use of force,Witness,Officer,7510,35,3,Male,White,NA,NA,NA,Arrest,Employee,Active Fleeing,NA,NA,No,No
IQE2016-017,Inquiry External--IQE,Officer,Officer,7563,29,6,Male,White,Citizen E-Mail,Nonfeasance,Unfounded,NA,NA,NA,NA,NA,NA,NA
UF2016-019(DISP),Use of force,Complainant,Citizen,2851,21,NA,Female,White,NA,NA,NA,Traffic Stop,Employee,Passive Non Compliant,NA,n/a,No,No
UF2016-019(DISP),Use of force,Complainant,Citizen,2852,29,NA,Male,White,NA,NA,NA,Traffic Stop,Employee,Passive Non Compliant,NA,n/a,No,No
IAE2016-023,Complaint External--IAE,Officer,Officer,7565,31,1,Male,White,Citizen E-Mail,Improper Conduct Toward Public,No Misconduct,NA,NA,NA,NA,NA,NA,NA
UF2016-019(DISP),Use of force,Complainant,Citizen,2853,37,NA,Male,White,NA,NA,NA,Traffic Stop,Employee,Passive Non Compliant,NA,n/a,No,No
UF2016-019(DISP),Use of force,Officer,Officer,7513,43,14,Male,White,NA,NA,NA,Traffic Stop,Employee,Passive Non Compliant,NA,NA,No,No
IAI2016-012,Complaint Internal--IAI,Officer,Officer,7577,50,16,Female,White,Employee,Organizational Values,Sustained,NA,NA,NA,NA,NA,NA,NA
UF2016-019(DISP),Use of force,Officer,Officer,7514,27,2,Male,White,NA,NA,NA,Traffic Stop,Employee,Passive Non Compliant,NA,NA,No,No
UF2016-019(DISP),Use of force,Officer,Officer,7512,28,2,Male,White,NA,NA,NA,Traffic Stop,Employee,Passive Non Compliant,Firearm Pointing,Yes,No,No
IAE2016-025,Complaint External--IAE,Officer,Officer,7585,41,15,Male,White,Citizen Telephone Call,Neglect or Inattention to Duty,No Misconduct,NA,NA,NA,NA,NA,NA,NA
UF2016-026,Use of force,Complainant,Citizen,2854,18,NA,Female,White,NA,NA,NA,Fight Call,Employee,Destructive Self/Others,NA,n/a,Yes,No
UF2016-026,Use of force,Complainant,Citizen,2854,18,NA,Female,White,NA,NA,NA,Fight Call,Employee,Destructive Self/Others,NA,n/a,Yes,No
IAE2016-025,Complaint External--IAE,Officer,Officer,7584,49,21,Male,White,Citizen Telephone Call,Neglect or Inattention to Duty,No Misconduct,NA,NA,NA,NA,NA,NA,NA
UF2016-026,Use of force,Officer,Officer,7515,31,5,Male,White,NA,NA,NA,Fight Call,Employee,Destructive Self/Others,Tackle,Yes,No,No
UF2016-026,Use of force,Witness,Officer,7516,27,3,Female,White,NA,NA,NA,Fight Call,Employee,Destructive Self/Others,NA,NA,No,No
IAI2016-013,Complaint Internal--IAI,Officer,Officer,7591,34,10,Female,White,Employee,"Conduct - Discourteous, disrespectful or discriminatory treatment of public",Sustained,NA,NA,NA,NA,NA,NA,NA
UF2016-023,Use of force,Complainant,Citizen,2861,61,NA,Male,White,NA,NA,NA,Disturbance,Employee,Active Resister Armed,Active Armed,n/a,Yes,Yes
UF2016-023,Use of force,Complainant,Citizen,2861,61,NA,Male,White,NA,NA,NA,Disturbance,Employee,Active Resister Armed,Active Armed,n/a,Yes,Yes
IAE2016-026,Complaint External--IAE,Officer,Officer,7612,41,15,Male,White,Citizen Telephone Call,"Abuse of Police Powers or Position:  Policy 318, IV, G, 1-6",No Misconduct,NA,NA,NA,NA,NA,NA,NA
IAE2016-026,Complaint External--IAE,Officer,Officer,7612,41,15,Male,White,Citizen Telephone Call,Untruthfulness,Non-Sustained,NA,NA,NA,NA,NA,NA,NA
UF2016-023,Use of force,Witness,Citizen,2862,34,NA,Male,White,NA,NA,NA,Disturbance,Employee,Active Resister Armed,NA,n/a,Yes,Yes
UF2016-023,Use of force,Officer,Officer,7569,33,8,Female,White,NA,NA,NA,Disturbance,Employee,Active Resister Armed,Created Distance,Yes,Yes,Yes
UF2016-023,Use of force,Officer,Officer,7569,33,8,Female,White,NA,NA,NA,Disturbance,Employee,Active Resister Armed,Firearm Pointing,Yes,Yes,Yes
UF2016-023,Use of force,Officer,Officer,7569,33,8,Female,White,NA,NA,NA,Disturbance,Employee,Active Resister Armed,Taser Use,Yes,Yes,Yes
UF2016-023,Use of force,Officer,Officer,7569,33,8,Female,White,NA,NA,NA,Disturbance,Employee,Active Resister Armed,Verbal Commands,No,Yes,Yes
IQE2016-021,Inquiry External--IQE,Officer,Officer,7619,27,2,Male,Hispanic,Citizen Telephone Call,Neglect or Inattention to Duty,No Misconduct,NA,NA,NA,NA,NA,NA,NA
UF2016-025,Use of force,Complainant,Citizen,2859,17,NA,Male,White,NA,NA,NA,Traffic Stop,NA,Passive Non Compliant,Active Armed,n/a,No,No
UF2016-025,Use of force,Complainant,Citizen,2859,17,NA,Male,White,NA,NA,NA,Traffic Stop,NA,Passive Non Compliant,Passive Non Compliant,n/a,No,No
IAE2016-028,Complaint External--IAE,Officer,Officer,7653,32,3,Male,White,Citizen Letter,Criminal Activity,Exonerated,NA,NA,NA,NA,NA,NA,NA
UF2016-025,Use of force,Officer,Officer,7567,34,6,Male,White,NA,NA,NA,Traffic Stop,NA,Passive Non Compliant,NA,NA,No,No
IAE2016-028,Complaint External--IAE,Officer,Officer,7654,31,1,Male,White,Citizen Letter,Criminal Activity,Exonerated,NA,NA,NA,NA,NA,NA,NA
UF2016-036,Use of force,Complainant,Citizen,2867,22,NA,Male,White,NA,NA,NA,Welfare Check,Employee,Active Resister Unarmed,Active Unarmed,n/a,Yes,Yes
UF2016-036,Use of force,Complainant,Citizen,2867,22,NA,Male,White,NA,NA,NA,Welfare Check,Employee,Active Resister Unarmed,Passive Non Compliant,n/a,Yes,Yes
IAI2016-015,Complaint Internal--IAI,Officer,Officer,7740,31,4,Female,Hispanic,Employee,Attendance - Unexcused or unauthorized tardiness,Sustained,NA,NA,NA,NA,NA,NA,NA
UF2016-036,Use of force,Officer,Officer,7589,33,5,Male,White,NA,NA,NA,Welfare Check,Employee,Active Resister Unarmed,Leg Sweep Takedown,Yes,No,No
UF2016-036,Use of force,Officer,Officer,7589,33,5,Male,White,NA,NA,NA,Welfare Check,Employee,Active Resister Unarmed,Restraint Device,Yes,No,No
UF2016-036,Use of force,Officer,Officer,7589,33,5,Male,White,NA,NA,NA,Welfare Check,Employee,Active Resister Unarmed,Verbal Commands,No,No,No
IAI2016-005,Complaint Internal--IAI,Complainant,Citizen,3075,NA,NA,N/A,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAI2016-016,Complaint Internal--IAI,Officer,Officer,7742,31,4,Female,Hispanic,NA,Attendance - Unexcused or unauthorized tardiness,Sustained,NA,NA,NA,NA,NA,NA,NA
IAE2016-037,Complaint External--IAE,Officer,Officer,7758,29,1,Male,White,NA,Conduct - Unreasonable or unwarranted use of force,Unfounded,NA,NA,NA,NA,NA,NA,NA
UF2016-036,Use of force,Officer,Officer,7588,28,1,Male,White,NA,NA,NA,Welfare Check,Employee,Active Resister Unarmed,Verbal Commands,No,No,No
IAI2016-005,Complaint Internal--IAI,Witness,Officer,7203,56,32,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UF2016-032,Use of force,Complainant,Citizen,2871,39,NA,Female,White,NA,NA,NA,Protective Custody,Employee,Active Resister Armed,NA,n/a,Yes,Yes
IAE2016-037,Complaint External--IAE,Officer,Officer,7757,28,1,Male,White,NA,Conduct - Unreasonable or unwarranted use of force,Unfounded,NA,NA,NA,NA,NA,NA,NA
UF2016-032,Use of force,Officer,Officer,8154,NA,NA,NA,NA,NA,NA,NA,Protective Custody,Employee,Active Resister Armed,NA,NA,No,No
IAI2016-005,Complaint Internal--IAI,Witness,Officer,7202,42,19,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UF2016-032,Use of force,Officer,Officer,7606,41,5,Male,White,NA,NA,NA,Protective Custody,Employee,Active Resister Armed,Firearm Pointing,No,No,No
IAI2016-017,Complaint Internal--IAI,Officer,Officer,7766,29,1,Male,White,Employee,"Unauthorized Access, Disclosure or Use - Disclosing information related to active investigation",Unfounded,NA,NA,NA,NA,NA,NA,NA
UF2016-032,Use of force,Officer,Officer,8155,35,5,Male,White,NA,NA,NA,Protective Custody,Employee,Active Resister Armed,Bean Bag (Shotgun),Yes,No,No
IAI2016-005,Complaint Internal--IAI,Witness,Officer,7659,66,39,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UF2016-032,Use of force,Officer,Officer,7609,25,1,Male,Asian,NA,NA,NA,Protective Custody,Employee,Active Resister Armed,Taser Pointing,No,No,No
IAE2016-030,Complaint External--IAE,Officer,Officer,7803,41,5,Male,White,Citizen Telephone Call,"Conduct - Discourteous, disrespectful or discriminatory treatment of public",Unfounded,NA,NA,NA,NA,NA,NA,NA
UF2016-032,Use of force,Witness,Officer,8150,35,7,Male,White,NA,NA,NA,Protective Custody,Employee,Active Resister Armed,NA,NA,No,No
IAI2016-005,Complaint Internal--IAI,Witness,Officer,7657,49,26,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UF2016-032,Use of force,Witness,Officer,8151,34,7,Male,White,NA,NA,NA,Protective Custody,Employee,Active Resister Armed,NA,NA,No,No
IQE2016-026,Inquiry External--IQE,Officer,Officer,7818,53,5,Male,Black,Citizen E-Mail,Performance - Acts bringing discredit to the department (On Duty),Unfounded,NA,NA,NA,NA,NA,NA,NA
UF2016-032,Use of force,Witness,Officer,8153,32,7,Male,Hispanic,NA,NA,NA,Protective Custody,Employee,Active Resister Armed,NA,NA,No,No
IAI2016-005,Complaint Internal--IAI,Witness,Officer,7656,48,19,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UF2016-032,Use of force,Witness,Officer,8152,31,3,Male,White,NA,NA,NA,Protective Custody,Employee,Active Resister Armed,NA,NA,No,No
IAE2016-029,Complaint External--IAE,Officer,Officer,7825,53,17,Male,White,Employee,"Conduct - Exceeding powers by unreaonable, unlwawful or excessive conduct",Exonerated,NA,NA,NA,NA,NA,NA,NA
UF2016-032,Use of force,Witness,Officer,8149,31,1,Male,Black,NA,NA,NA,Protective Custody,Employee,Active Resister Armed,NA,NA,No,No
IAI2016-005,Complaint Internal--IAI,Witness,Officer,7655,45,18,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UF2016-027,Use of force,Complainant,Citizen,2873,37,NA,Male,White,NA,NA,NA,Medical Related,Employee,Destructive Self/Others,Active Unarmed,n/a,No,Yes
UF2016-027,Use of force,Complainant,Citizen,2873,37,NA,Male,White,NA,NA,NA,Medical Related,Employee,Destructive Self/Others,Passive Non Compliant,n/a,No,Yes
UF2016-027,Use of force,Complainant,Citizen,2873,37,NA,Male,White,NA,NA,NA,Medical Related,Employee,Destructive Self/Others,Self-Destructive,n/a,No,Yes
IAE2016-029,Complaint External--IAE,Officer,Officer,7824,34,6,Male,White,Employee,"Conduct - Exceeding powers by unreaonable, unlwawful or excessive conduct",Exonerated,NA,NA,NA,NA,NA,NA,NA
IAI2016-005,Complaint Internal--IAI,Witness,Officer,7658,43,11,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IQE2016-027,Inquiry External--IQE,Officer,Officer,7843,42,17,Male,White,NA,Ethics - Wrongful or unlawful exercise of authority,Unfounded,NA,NA,NA,NA,NA,NA,NA
UF2016-027,Use of force,Witness,Citizen,2874,23,NA,Male,White,NA,NA,NA,Medical Related,Employee,Destructive Self/Others,NA,n/a,No,Yes
UF2016-027,Use of force,Officer,Officer,7614,34,6,Male,White,NA,NA,NA,Medical Related,Employee,Destructive Self/Others,Arm Bar Takedown,Limited,No,No
UF2016-027,Use of force,Officer,Officer,7614,34,6,Male,White,NA,NA,NA,Medical Related,Employee,Destructive Self/Others,Compliance Hold,Yes,No,No
UF2016-027,Use of force,Officer,Officer,7614,34,6,Male,White,NA,NA,NA,Medical Related,Employee,Destructive Self/Others,Leg Restraint,Yes,No,No
UF2016-027,Use of force,Officer,Officer,7614,34,6,Male,White,NA,NA,NA,Medical Related,Employee,Destructive Self/Others,Verbal Commands,No,No,No
IAE2016-031,Complaint External--IAE,Officer,Officer,7852,39,7,Male,White,Employee,"Laws, Rules, and Orders - Violation of federal, state, local or admin laws, rules or regulations",Unfounded,NA,NA,NA,NA,NA,NA,NA
IQI2016-004,Inquiry Internal--IQI,Officer,Officer,7879,47,25,Male,White,Employee,"Conduct - Discourteous, disrespectful or discriminatory treatment of employee",Unfounded,NA,NA,NA,NA,NA,NA,NA
IAI2016-007,Complaint Internal--IAI,Complainant,Citizen,3077,NA,NA,N/A,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UF2016-027,Use of force,Officer,Officer,7613,33,5,Male,White,NA,NA,NA,Medical Related,Employee,Destructive Self/Others,Leg Restraint,Yes,No,No
UF2016-027,Use of force,Officer,Officer,7613,33,5,Male,White,NA,NA,NA,Medical Related,Employee,Destructive Self/Others,Restraint Device,Yes,No,No
UF2016-027,Use of force,Officer,Officer,7613,33,5,Male,White,NA,NA,NA,Medical Related,Employee,Destructive Self/Others,Taser Pointing,No,No,No
UF2016-027,Use of force,Officer,Officer,7613,33,5,Male,White,NA,NA,NA,Medical Related,Employee,Destructive Self/Others,Verbal Commands,No,No,No
IAE2016-032,Complaint External--IAE,Officer,Officer,7896,36,8,Male,White,Citizen Letter,"Conduct - Exceeding powers by unreaonable, unlwawful or excessive conduct",Exonerated,NA,NA,NA,NA,NA,NA,NA
IAI2016-007,Complaint Internal--IAI,Complainant,Officer,7225,40,14,Female,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAE2016-032,Complaint External--IAE,Officer,Officer,7897,31,5,Male,White,Citizen Letter,"Conduct - Exceeding powers by unreaonable, unlwawful or excessive conduct",Exonerated,NA,NA,NA,NA,NA,NA,NA
IAE2016-032,Complaint External--IAE,Officer,Officer,7898,26,3,Male,White,Citizen Letter,"Conduct - Exceeding powers by unreaonable, unlwawful or excessive conduct",Exonerated,NA,NA,NA,NA,NA,NA,NA
UF2016-031,Use of force,Complainant,Citizen,2891,29,NA,Male,White,NA,NA,NA,Foot Pursuit,Employee,Complaint of Injury,Active Fleeing,n/a,No,Yes
IAI2016-007,Complaint Internal--IAI,Witness,Officer,7227,45,17,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UF2016-031,Use of force,Officer,Officer,7662,31,7,Male,White,NA,NA,NA,Foot Pursuit,Employee,Complaint of Injury,Tackle,Yes,No,No
IAE2016-015,Complaint External--IAE,Officer,Officer,7902,46,2,Male,White,NA,"Conduct - Use of obscene, indecent, profane or derogatory language",No Misconduct,NA,NA,NA,NA,NA,NA,NA
UF2016-031,Use of force,Witness,Officer,7664,31,8,Male,White,NA,NA,NA,Foot Pursuit,Employee,Complaint of Injury,NA,NA,No,No
