AccidentNumber,AccidentDatetime,UnitNumber,UnitSubjectNumber,Description,Sev_Num
2020-00001475,1/6/2020 16:28,2,1,No Injury,3
2020-00001682,1/7/2020 13:18,1,1,No Injury,3
2020-00001682,1/7/2020 13:18,1,2,No Injury,3
2020-00001682,1/7/2020 13:18,1,3,No Injury,3
2020-00001682,1/7/2020 13:18,1,4,No Injury,3
2020-00001682,1/7/2020 13:18,2,1,No Injury,3
2020-00002019,1/8/2020 15:25,1,1,No Injury,3
2020-00002019,1/8/2020 15:25,2,1,No Injury,3
2020-00002302,1/9/2020 15:54,1,1,No Injury,3
2020-00002302,1/9/2020 15:54,1,2,No Injury,3
2020-00002302,1/9/2020 15:54,2,1,No Injury,3
2020-00002323,1/9/2020 17:11,2,1,No Injury,3
2020-00002323,1/9/2020 17:11,1,1,Possible,4
2020-00002351,1/9/2020 19:12,1,1,Non-Incapacitating,5
2020-00002351,1/9/2020 19:12,2,1,Non-Incapacitating,5
2020-00002398,1/9/2020 22:10,1,1,No Injury,3
2020-00002591,1/10/2020 15:04,1,1,No Injury,3
2020-00002591,1/10/2020 15:04,2,1,No Injury,3
2020-00002591,1/10/2020 15:04,2,2,No Injury,3
2020-00002591,1/10/2020 15:04,2,3,No Injury,3
2020-00002591,1/10/2020 15:04,2,4,No Injury,3
2020-00002703,1/11/2020 7:19,1,1,No Injury,3
2020-00002763,1/11/2020 12:49,1,1,No Injury,3
2020-00002763,1/11/2020 12:49,2,1,No Injury,3
2020-00002839,1/11/2020 17:53,1,1,No Injury,3
2020-00002839,1/11/2020 17:53,1,2,No Injury,3
2020-00002839,1/11/2020 17:53,2,1,No Injury,3
2020-00002839,1/11/2020 17:53,2,2,No Injury,3
2020-00002578,1/10/2020 14:54,1,1,No Injury,3
2020-00002578,1/10/2020 14:54,2,1,No Injury,3
2020-00002605,1/10/2020 16:08,1,1,Unknown,2
2020-00002605,1/10/2020 16:08,2,1,No Injury,3
2020-00002608,1/10/2020 16:19,2,2,No Injury,3
2020-00002608,1/10/2020 16:19,4,1,No Injury,3
2020-00002608,1/10/2020 16:19,4,2,No Injury,3
2020-00002608,1/10/2020 16:19,4,3,No Injury,3
2020-00002608,1/10/2020 16:19,4,4,No Injury,3
2020-00002608,1/10/2020 16:19,4,5,No Injury,3
2020-00002608,1/10/2020 16:19,1,1,Non-Incapacitating,5
2020-00002608,1/10/2020 16:19,2,1,Non-Incapacitating,5
2020-00002608,1/10/2020 16:19,3,1,Non-Incapacitating,5
2020-00002811,1/11/2020 16:01,1,1,No Injury,3
2020-00002811,1/11/2020 16:01,2,1,No Injury,3
2020-00002811,1/11/2020 16:01,2,2,Possible,4
2020-00002811,1/11/2020 16:01,2,3,Possible,4
2020-00000049,1/1/2020 4:07,1,1,No Injury,3
2020-00000677,1/3/2020 16:38,1,1,No Injury,3
2020-00000677,1/3/2020 16:38,1,2,No Injury,3
2020-00000677,1/3/2020 16:38,2,1,No Injury,3
2020-00001355,1/6/2020 9:01,1,1,No Injury,3
2020-00001355,1/6/2020 9:01,2,1,No Injury,3
2020-00003006,1/12/2020 12:35,1,1,No Injury,3
2020-00003006,1/12/2020 12:35,2,1,No Injury,3
2020-00003035,1/12/2020 14:13,1,1,No Injury,3
2020-00003035,1/12/2020 14:13,2,1,No Injury,3
2020-00003035,1/12/2020 14:13,2,2,No Injury,3
2020-00003035,1/12/2020 14:13,3,1,No Injury,3
2020-00001473,1/6/2020 16:23,1,1,No Injury,3
2020-00001473,1/6/2020 16:23,1,2,No Injury,3
2020-00001473,1/6/2020 16:23,1,3,No Injury,3
2020-00001473,1/6/2020 16:23,2,1,No Injury,3
2020-00003170,1/13/2020 7:26,1,1,No Injury,3
2020-00003170,1/13/2020 7:26,2,1,Possible,4
2020-00003336,1/13/2020 20:08,1,1,No Injury,3
2020-00003336,1/13/2020 20:08,2,1,Possible,4
2020-00002614,1/10/2020 16:41,1,1,No Injury,3
2020-00002614,1/10/2020 16:41,1,2,No Injury,3
2020-00002704,1/11/2020 7:51,1,1,No Injury,3
2020-00003276,1/13/2020 15:06,1,1,No Injury,3
2020-00003276,1/13/2020 15:06,1,2,Possible,4
2020-00003276,1/13/2020 15:06,2,1,Possible,4
2020-00003155,1/13/2020 2:22,1,1,No Injury,3
2020-00002708,1/11/2020 8:00,1,1,Possible,4
2020-00003494,1/14/2020 12:13,1,1,No Injury,3
2020-00003494,1/14/2020 12:13,2,1,No Injury,3
2020-00003568,1/14/2020 15:40,1,1,No Injury,3
2020-00003568,1/14/2020 15:40,1,2,No Injury,3
2020-00003568,1/14/2020 15:40,1,3,No Injury,3
2020-00003568,1/14/2020 15:40,1,4,No Injury,3
2020-00003568,1/14/2020 15:40,1,5,No Injury,3
2020-00003568,1/14/2020 15:40,1,6,No Injury,3
2020-00003568,1/14/2020 15:40,1,7,No Injury,3
2020-00003568,1/14/2020 15:40,1,8,No Injury,3
2020-00003568,1/14/2020 15:40,1,9,No Injury,3
2020-00003568,1/14/2020 15:40,2,1,No Injury,3
2020-00003568,1/14/2020 15:40,2,2,No Injury,3
2020-00003595,1/14/2020 17:29,2,1,No Injury,3
2020-00003595,1/14/2020 17:29,2,2,No Injury,3
2020-00003595,1/14/2020 17:29,1,1,Possible,4
2020-00003417,1/14/2020 7:48,1,1,No Injury,3
2020-00003417,1/14/2020 7:48,2,1,Possible,4
2020-00002927,1/12/2020 2:02,1,1,Unknown,2
2020-00003697,1/15/2020 7:54,1,1,No Injury,3
2020-00003697,1/15/2020 7:54,2,1,No Injury,3
2020-00003691,1/15/2020 7:41,1,1,No Injury,3
2020-00003691,1/15/2020 7:41,2,1,No Injury,3
2020-00003691,1/15/2020 7:41,3,1,No Injury,3
2020-00003477,1/14/2020 10:51,1,1,No Injury,3
2020-00003477,1/14/2020 10:51,2,1,No Injury,3
2020-00003719,1/15/2020 9:21,1,1,No Injury,3
2020-00003719,1/15/2020 9:21,2,1,No Injury,3
2020-00003719,1/15/2020 9:21,2,3,No Injury,3
2020-00003719,1/15/2020 9:21,2,2,Possible,4
2020-00003735,1/15/2020 10:25,1,1,No Injury,3
2020-00003735,1/15/2020 10:25,2,1,Non-Incapacitating,5
2020-00003749,1/15/2020 11:32,1,1,No Injury,3
2020-00003749,1/15/2020 11:32,1,2,No Injury,3
2020-00003749,1/15/2020 11:32,2,1,No Injury,3
2020-00003776,1/15/2020 12:55,1,1,No Injury,3
2020-00003776,1/15/2020 12:55,1,2,No Injury,3
2020-00003776,1/15/2020 12:55,1,3,No Injury,3
2020-00003776,1/15/2020 12:55,2,1,No Injury,3
2020-00002303,1/9/2020 15:55,1,1,No Injury,3
2020-00002303,1/9/2020 15:55,2,1,No Injury,3
2020-00002465,1/10/2020 6:16,1,1,No Injury,3
2020-00002465,1/10/2020 6:16,2,1,No Injury,3
2020-00002465,1/10/2020 6:16,2,2,No Injury,3
2020-00003363,1/13/2020 22:37,1,1,Unknown,2
2020-00003575,1/14/2020 15:55,1,1,No Injury,3
2020-00003575,1/14/2020 15:55,2,1,No Injury,3
2020-00003575,1/14/2020 15:55,2,2,No Injury,3
2020-00003747,1/15/2020 11:13,1,1,No Injury,3
2020-00003958,1/16/2020 6:14,1,1,Unknown,2
2020-00003958,1/16/2020 6:14,2,1,No Injury,3
2020-00004142,1/16/2020 18:06,1,1,No Injury,3
2020-00004142,1/16/2020 18:06,2,1,No Injury,3
2020-00003986,1/16/2020 8:32,1,1,No Injury,3
2020-00003986,1/16/2020 8:32,2,1,No Injury,3
2020-00003991,1/16/2020 8:43,1,1,No Injury,3
2020-00003991,1/16/2020 8:43,2,1,No Injury,3
2020-00003316,1/13/2020 18:23,1,1,No Injury,3
2020-00003316,1/13/2020 18:23,2,1,No Injury,3
2020-00004290,1/17/2020 11:26,1,1,No Injury,3
2020-00004290,1/17/2020 11:26,2,1,No Injury,3
2020-00000313,1/2/2020 11:39,3,1,Unknown,2
2020-00000313,1/2/2020 11:39,1,1,No Injury,3
2020-00000313,1/2/2020 11:39,2,1,No Injury,3
2020-00002601,1/10/2020 15:54,1,1,No Injury,3
2020-00002601,1/10/2020 15:54,1,2,No Injury,3
2020-00002601,1/10/2020 15:54,2,1,Possible,4
2020-00004702,1/18/2020 20:48,2,1,Not Applicable,1
2020-00004702,1/18/2020 20:48,3,1,Not Applicable,1
2020-00004702,1/18/2020 20:48,1,1,Possible,4
2020-00003963,1/16/2020 7:05,1,1,No Injury,3
2020-00003963,1/16/2020 7:05,1,2,No Injury,3
2020-00003963,1/16/2020 7:05,1,3,No Injury,3
2020-00003963,1/16/2020 7:05,2,1,Possible,4
2020-00003963,1/16/2020 7:05,2,2,Possible,4
2020-00004119,1/16/2020 16:41,1,1,No Injury,3
2020-00004119,1/16/2020 16:41,2,1,No Injury,3
2020-00004119,1/16/2020 16:41,2,2,No Injury,3
2020-00004135,1/16/2020 17:36,1,1,No Injury,3
2020-00004135,1/16/2020 17:36,2,1,No Injury,3
2020-00004135,1/16/2020 17:36,2,2,No Injury,3
2020-00004135,1/16/2020 17:36,2,3,No Injury,3
2020-00004159,1/17/2020 19:52,1,1,No Injury,3
2020-00004159,1/17/2020 19:52,2,1,No Injury,3
2020-00004272,1/17/2020 9:42,1,1,No Injury,3
2020-00004272,1/17/2020 9:42,2,1,No Injury,3
2020-00004272,1/17/2020 9:42,2,2,No Injury,3
2020-00004408,1/17/2020 18:32,1,1,No Injury,3
2020-00004408,1/17/2020 18:32,2,1,No Injury,3
2020-00004696,1/18/2020 20:23,1,1,No Injury,3
2020-00004696,1/18/2020 20:23,2,1,No Injury,3
2020-00004696,1/18/2020 20:23,2,2,No Injury,3
2020-00004696,1/18/2020 20:23,2,3,No Injury,3
2020-00002328,1/9/2020 17:32,1,1,Unknown,2
2020-00002328,1/9/2020 17:32,2,1,No Injury,3
2020-00004856,1/19/2020 12:42,2,1,No Injury,3
2020-00004856,1/19/2020 12:42,3,1,No Injury,3
2020-00004856,1/19/2020 12:42,1,1,Incapacitating,6
2020-00004948,1/19/2020 18:38,1,1,Unknown,2
2020-00004948,1/19/2020 18:38,2,1,No Injury,3
2020-00004948,1/19/2020 18:38,2,2,No Injury,3
2020-00001391,1/6/2020 11:32,1,1,No Injury,3
2020-00001391,1/6/2020 11:32,2,1,No Injury,3
2020-00001391,1/6/2020 11:32,2,2,No Injury,3
2020-00001391,1/6/2020 11:32,2,3,Possible,4
2020-00001391,1/6/2020 11:32,2,4,Possible,4
2020-00001391,1/6/2020 11:32,2,5,Possible,4
2020-00005190,1/20/2020 19:44,1,1,No Injury,3
2020-00005190,1/20/2020 19:44,2,1,No Injury,3
2020-00004449,1/17/2020 22:48,1,1,No Injury,3
2020-00004042,1/16/2020 11:24,1,1,No Injury,3
2020-00004042,1/16/2020 11:24,2,1,Incapacitating,6
2020-00004049,1/16/2020 11:59,2,1,Not Applicable,1
2020-00004049,1/16/2020 11:59,3,1,Not Applicable,1
2020-00004049,1/16/2020 11:59,1,1,Possible,4
2020-00005185,1/20/2020 19:21,1,1,No Injury,3
2020-00005185,1/20/2020 19:21,2,1,No Injury,3
2020-00005729,1/22/2020 22:39,1,1,No Injury,3
2020-00005132,1/20/2020 14:54,1,1,No Injury,3
2020-00005549,1/22/2020 7:53,1,1,No Injury,3
2020-00005549,1/22/2020 7:53,2,1,No Injury,3
2020-00005686,1/22/2020 17:17,1,1,No Injury,3
2020-00005686,1/22/2020 17:17,1,2,No Injury,3
2020-00005686,1/22/2020 17:17,1,3,No Injury,3
2020-00005686,1/22/2020 17:17,2,1,No Injury,3
2020-00005545,1/22/2020 6:40,1,1,No Injury,3
2020-00005545,1/22/2020 6:40,2,1,No Injury,3
2020-00005578,1/22/2020 10:35,1,1,No Injury,3
2020-00005578,1/22/2020 10:35,2,1,No Injury,3
2020-00005632,1/22/2020 14:09,1,1,No Injury,3
2020-00005632,1/22/2020 14:09,1,2,No Injury,3
2020-00005632,1/22/2020 14:09,2,1,No Injury,3
2020-00002508,1/10/2020 9:49,1,1,No Injury,3
2020-00002508,1/10/2020 9:49,2,1,No Injury,3
2020-00005789,1/23/2020 8:47,1,1,Not Applicable,1
2020-00005789,1/23/2020 8:47,1,2,No Injury,3
2020-00005789,1/23/2020 8:47,2,1,No Injury,3
2020-00005669,1/22/2020 16:11,1,1,No Injury,3
2020-00005669,1/22/2020 16:11,1,2,No Injury,3
2020-00005669,1/22/2020 16:11,2,1,No Injury,3
2020-00005636,1/22/2020 14:23,1,1,No Injury,3
2020-00005636,1/22/2020 14:23,1,2,No Injury,3
2020-00005636,1/22/2020 14:23,2,1,No Injury,3
2020-00005636,1/22/2020 14:23,2,2,Non-Incapacitating,5
2020-00004154,1/6/2020 19:13,1,1,No Injury,3
2020-00004154,1/6/2020 19:13,2,1,No Injury,3
2020-00004154,1/6/2020 19:13,2,2,No Injury,3
2020-00000268,1/2/2020 9:04,1,1,No Injury,3
2020-00000268,1/2/2020 9:04,1,2,No Injury,3
2020-00000268,1/2/2020 9:04,1,3,No Injury,3
2020-00000268,1/2/2020 9:04,1,4,No Injury,3
2020-00000268,1/2/2020 9:04,1,5,No Injury,3
2020-00000268,1/2/2020 9:04,2,1,No Injury,3
2020-00000268,1/2/2020 9:04,2,2,No Injury,3
2020-00005463,1/21/2020 17:44,1,1,No Injury,3
2020-00005463,1/21/2020 17:44,1,2,No Injury,3
2020-00005463,1/21/2020 17:44,2,1,Possible,4
2020-00005463,1/21/2020 17:44,2,2,Possible,4
2020-00005608,1/22/2020 12:48,1,1,No Injury,3
2020-00005678,1/22/2020 16:42,1,1,No Injury,3
2020-00005678,1/22/2020 16:42,1,2,No Injury,3
2020-00005678,1/22/2020 16:42,2,1,Possible,4
2020-00005679,1/22/2020 16:45,1,1,No Injury,3
2020-00005679,1/22/2020 16:45,2,1,No Injury,3
2020-00005944,1/23/2020 16:23,1,1,No Injury,3
2020-00005944,1/23/2020 16:23,2,1,No Injury,3
2020-00005961,1/23/2020 17:15,3,1,Not Applicable,1
2020-00005961,1/23/2020 17:15,1,1,No Injury,3
2020-00005961,1/23/2020 17:15,2,1,No Injury,3
2020-00006278,1/24/2020 18:49,1,1,No Injury,3
2020-00006278,1/24/2020 18:49,4,1,No Injury,3
2020-00006278,1/24/2020 18:49,2,1,Possible,4
2020-00006278,1/24/2020 18:49,3,1,Possible,4
2020-00005883,1/23/2020 13:39,1,1,No Injury,3
2020-00005883,1/23/2020 13:39,2,1,No Injury,3
2020-00005882,1/23/2020 13:42,1,1,No Injury,3
2020-00005882,1/23/2020 13:42,1,3,No Injury,3
2020-00005882,1/23/2020 13:42,2,1,No Injury,3
2020-00005882,1/23/2020 13:42,2,2,No Injury,3
2020-00005882,1/23/2020 13:42,1,2,Incapacitating,6
2020-00006316,1/24/2020 21:00,2,1,Not Applicable,1
2020-00006316,1/24/2020 21:00,1,1,Unknown,2
2020-00006150,1/24/2020 11:01,1,1,No Injury,3
2020-00006150,1/24/2020 11:01,2,1,No Injury,3
2020-00006150,1/24/2020 11:01,1,2,Possible,4
2020-00006150,1/24/2020 11:01,1,3,Possible,4
2020-00004328,1/17/2020 13:46,1,1,No Injury,3
2020-00004328,1/17/2020 13:46,2,1,No Injury,3
2020-00005142,1/20/2020 15:48,2,1,No Injury,3
2020-00005142,1/20/2020 15:48,2,2,No Injury,3
2020-00005142,1/20/2020 15:48,1,1,Possible,4
2020-00004311,1/17/2020 12:52,1,1,Incapacitating,6
2020-00004062,1/16/2020 13:10,1,1,No Injury,3
2020-00004062,1/16/2020 13:10,2,1,No Injury,3
2020-00004062,1/16/2020 13:10,2,2,No Injury,3
2020-00003258,1/13/2020 13:57,1,1,No Injury,3
2020-00003258,1/13/2020 13:57,3,1,No Injury,3
2020-00003258,1/13/2020 13:57,2,1,Non-Incapacitating,5
2020-00006298,1/24/2020 20:22,1,1,No Injury,3
2020-00006298,1/24/2020 20:22,2,1,No Injury,3
2020-00005473,1/21/2020 18:45,1,1,No Injury,3
2020-00005473,1/21/2020 18:45,1,2,No Injury,3
2020-00005473,1/21/2020 18:45,2,1,No Injury,3
2020-00005473,1/21/2020 18:45,2,2,No Injury,3
2020-00006602,1/25/2020 23:05,2,1,Not Applicable,1
2020-00006602,1/25/2020 23:05,3,1,Not Applicable,1
2020-00006602,1/25/2020 23:05,1,1,Possible,4
2020-00006540,1/25/2020 15:49,1,1,Unknown,2
2020-00006540,1/25/2020 15:49,2,1,No Injury,3
2020-00006540,1/25/2020 15:49,2,2,No Injury,3
2020-00006540,1/25/2020 15:49,2,3,No Injury,3
2020-00006540,1/25/2020 15:49,2,4,No Injury,3
2020-00006540,1/25/2020 15:49,2,5,No Injury,3
2020-00005927,1/24/2020 15:40,1,1,No Injury,3
2020-00005927,1/24/2020 15:40,1,2,No Injury,3
2020-00005927,1/24/2020 15:40,1,3,No Injury,3
2020-00005927,1/24/2020 15:40,2,1,No Injury,3
2020-00005927,1/24/2020 15:40,3,1,No Injury,3
2020-00005927,1/24/2020 15:40,4,1,No Injury,3
2020-00007114,1/27/2020 19:48,1,1,No Injury,3
2020-00007114,1/27/2020 19:48,2,1,No Injury,3
2020-00007044,1/27/2020 15:12,1,1,No Injury,3
2020-00007044,1/27/2020 15:12,2,1,No Injury,3
2020-00007044,1/27/2020 15:12,2,2,No Injury,3
2020-00006852,1/26/2020 19:24,1,1,Unknown,2
2020-00006852,1/26/2020 19:24,2,1,No Injury,3
2020-00006924,1/27/2020 7:29,1,1,No Injury,3
2020-00006924,1/27/2020 7:29,2,1,No Injury,3
2020-00006637,1/26/2020 1:41,1,1,No Injury,3
2020-00006637,1/26/2020 1:41,2,1,No Injury,3
2020-00006637,1/26/2020 1:41,2,2,No Injury,3
2020-00007067,1/27/2020 17:00,1,1,No Injury,3
2020-00007067,1/27/2020 17:00,2,1,No Injury,3
2020-00006918,1/27/2020 7:16,1,1,Not Applicable,1
2020-00006918,1/27/2020 7:16,2,1,Not Applicable,1
2020-00005456,1/21/2020 17:24,1,1,No Injury,3
2020-00005456,1/21/2020 17:24,2,1,No Injury,3
2020-00005456,1/21/2020 17:24,2,2,No Injury,3
2020-00004537,1/18/2020 5:58,1,1,No Injury,3
2020-00004537,1/18/2020 5:58,1,2,No Injury,3
2020-00006999,1/27/2020 13:02,1,1,No Injury,3
2020-00006999,1/27/2020 13:02,2,1,No Injury,3
2020-00007272,1/28/2020 15:33,2,1,Not Applicable,1
2020-00007272,1/28/2020 15:33,1,1,No Injury,3
2020-00007197,1/28/2020 8:25,1,1,No Injury,3
2020-00007197,1/28/2020 8:25,2,1,No Injury,3
2020-00007197,1/28/2020 8:25,2,2,No Injury,3
2020-00007197,1/28/2020 8:25,2,3,No Injury,3
2020-00007197,1/28/2020 8:25,2,4,No Injury,3
2020-00007130,1/27/2020 21:10,1,1,Unknown,2
2020-00007130,1/27/2020 21:10,1,2,Unknown,2
2020-00007130,1/27/2020 21:10,2,1,No Injury,3
2020-00007130,1/27/2020 21:10,2,2,No Injury,3
2020-00007130,1/27/2020 21:10,2,3,No Injury,3
2020-00007279,1/28/2020 15:59,1,1,No Injury,3
2020-00007279,1/28/2020 15:59,2,1,No Injury,3
2020-00007279,1/28/2020 15:59,1,2,Possible,4
2020-00007307,1/28/2020 18:09,1,1,No Injury,3
2020-00007307,1/28/2020 18:09,2,1,No Injury,3
2020-00007316,1/28/2020 19:44,1,1,No Injury,3
2020-00007316,1/28/2020 19:44,2,1,No Injury,3
2020-00007064,1/27/2020 16:52,2,1,Not Applicable,1
2020-00007064,1/27/2020 16:52,1,1,No Injury,3
2020-00007064,1/27/2020 16:52,1,2,No Injury,3
2020-00007064,1/27/2020 16:52,1,3,No Injury,3
2020-00007064,1/27/2020 16:52,1,4,No Injury,3
2020-00007064,1/27/2020 16:52,1,5,No Injury,3
2020-00007064,1/27/2020 16:52,1,6,No Injury,3
2020-00007064,1/27/2020 16:52,1,7,No Injury,3
2020-00007064,1/27/2020 16:52,1,8,No Injury,3
2020-00007064,1/27/2020 16:52,1,9,No Injury,3
2020-00007064,1/27/2020 16:52,1,10,No Injury,3
2020-00007064,1/27/2020 16:52,1,11,No Injury,3
2020-00007064,1/27/2020 16:52,1,12,No Injury,3
2020-00007064,1/27/2020 16:52,1,13,No Injury,3
2020-00007064,1/27/2020 16:52,1,14,No Injury,3
2020-00007064,1/27/2020 16:52,1,15,No Injury,3
2020-00007064,1/27/2020 16:52,1,16,No Injury,3
2020-00007064,1/27/2020 16:52,1,17,No Injury,3
2020-00007064,1/27/2020 16:52,1,18,No Injury,3
2020-00007064,1/27/2020 16:52,1,19,No Injury,3
2020-00007064,1/27/2020 16:52,1,20,No Injury,3
2020-00004428,1/17/2020 21:15,1,1,No Injury,3
2020-00004428,1/17/2020 21:15,2,1,Possible,4
2020-00005834,1/23/2020 11:52,1,1,No Injury,3
2020-00005834,1/23/2020 11:52,2,1,No Injury,3
2020-00005721,1/22/2020 21:51,1,1,No Injury,3
2020-00005721,1/22/2020 21:51,2,1,No Injury,3
2020-00006285,1/24/2020 19:26,1,1,No Injury,3
2020-00006285,1/24/2020 19:26,2,1,No Injury,3
2020-00006285,1/24/2020 19:26,2,2,No Injury,3
2020-00007190,1/28/2020 7:32,1,1,No Injury,3
2020-00007190,1/28/2020 7:32,2,1,No Injury,3
2020-00007329,1/28/2020 21:13,1,1,No Injury,3
2020-00007430,1/29/2020 10:02,2,1,No Injury,3
2020-00007430,1/29/2020 10:02,1,1,Non-Incapacitating,5
2020-00007709,1/30/2020 9:38,1,1,No Injury,3
2020-00007709,1/30/2020 9:38,1,2,No Injury,3
2020-00007709,1/30/2020 9:38,2,1,No Injury,3
2020-00004844,1/19/2020 11:51,1,1,Possible,4
2020-00004844,1/19/2020 11:51,2,1,Possible,4
2020-00006847,1/26/2020 18:52,1,1,No Injury,3
2020-00006847,1/26/2020 18:52,2,1,No Injury,3
2020-00007597,1/29/2020 20:20,1,1,No Injury,3
2020-00007597,1/29/2020 20:20,2,1,No Injury,3
2020-00007670,1/30/2020 7:27,1,1,No Injury,3
2020-00007670,1/30/2020 7:27,1,2,No Injury,3
2020-00007670,1/30/2020 7:27,2,1,No Injury,3
2020-00007883,1/30/2020 22:50,2,1,No Injury,3
2020-00007883,1/30/2020 22:50,1,1,Incapacitating,6
2020-00005593,1/21/2020 11:31,2,1,No Injury,3
2020-00005593,1/21/2020 11:31,1,1,Possible,4
2020-00007389,1/29/2020 7:54,1,1,No Injury,3
2020-00007389,1/29/2020 7:54,2,1,No Injury,3
2020-00008175,1/31/2020 19:27,1,1,No Injury,3
2020-00008175,1/31/2020 19:27,1,2,No Injury,3
2020-00008175,1/31/2020 19:27,2,1,No Injury,3
2020-00008175,1/31/2020 19:27,2,2,No Injury,3
2020-00007603,1/29/2020 20:52,1,1,No Injury,3
2020-00007603,1/29/2020 20:52,2,1,No Injury,3
2020-00007814,1/30/2020 14:56,1,1,No Injury,3
2020-00007814,1/30/2020 14:56,2,1,No Injury,3
2020-00007868,1/30/2020 18:25,1,1,No Injury,3
2020-00007868,1/30/2020 18:25,2,1,No Injury,3
2020-00007868,1/30/2020 18:25,2,2,No Injury,3
2020-00007868,1/30/2020 18:25,2,3,No Injury,3
2020-00008069,1/31/2020 12:52,1,1,No Injury,3
2020-00008069,1/31/2020 12:52,2,1,No Injury,3
2020-00008069,1/31/2020 12:52,2,2,No Injury,3
2020-00007880,1/30/2020 19:25,1,1,No Injury,3
2020-00007880,1/30/2020 19:25,2,1,No Injury,3
2020-00007880,1/30/2020 19:25,3,1,No Injury,3
2020-00008134,1/31/2020 16:15,1,1,No Injury,3
2020-00008134,1/31/2020 16:15,2,1,No Injury,3
2020-00008136,1/31/2020 16:28,1,1,No Injury,3
2020-00008136,1/31/2020 16:28,2,1,No Injury,3
2020-00008136,1/31/2020 16:28,2,2,No Injury,3
2020-00008136,1/31/2020 16:28,2,3,No Injury,3
2020-00008136,1/31/2020 16:28,3,1,Non-Incapacitating,5
2020-00007998,1/31/2020 8:28,1,1,No Injury,3
2020-00007998,1/31/2020 8:28,1,2,No Injury,3
2020-00007998,1/31/2020 8:28,2,1,No Injury,3
2020-00007998,1/31/2020 8:28,2,2,No Injury,3
2020-00003452,1/14/2020 9:45,1,1,No Injury,3
2020-00003452,1/14/2020 9:45,2,1,No Injury,3
2020-00003452,1/14/2020 9:45,3,1,No Injury,3
2020-00004828,1/19/2020 9:51,1,1,No Injury,3
2020-00004828,1/19/2020 9:51,2,2,No Injury,3
2020-00004828,1/19/2020 9:51,2,1,Possible,4
2020-00007278,1/28/2020 15:52,1,1,Unknown,2
2020-00007278,1/28/2020 15:52,1,2,Unknown,2
2020-00007278,1/28/2020 15:52,2,1,No Injury,3
2020-00007278,1/28/2020 15:52,2,2,No Injury,3
2020-00007278,1/28/2020 15:52,2,3,No Injury,3
2020-00007293,1/28/2020 17:05,1,1,No Injury,3
2020-00007293,1/28/2020 17:05,2,1,No Injury,3
2020-00007504,1/29/2020 14:56,1,1,No Injury,3
2020-00007504,1/29/2020 14:56,2,1,Non-Incapacitating,5
2020-00008226,1/31/2020 23:31,2,3,Not Applicable,1
2020-00008226,1/31/2020 23:31,1,1,No Injury,3
2020-00008226,1/31/2020 23:31,2,1,No Injury,3
2020-00008226,1/31/2020 23:31,2,2,No Injury,3
2020-00008176,1/31/2020 20:35,1,1,No Injury,3
2020-00008176,1/31/2020 20:35,2,1,No Injury,3
2020-00008176,1/31/2020 20:35,2,2,No Injury,3
2020-00005256,1/21/2020 1:41,2,1,Not Applicable,1
2020-00005256,1/21/2020 1:41,1,1,No Injury,3
2020-00013271,1/26/2020 1:37,2,1,Not Applicable,1
2020-00013271,1/26/2020 1:37,1,1,Unknown,2
2020-00008166,1/31/2020 18:56,2,1,No Injury,3
2020-00008166,1/31/2020 18:56,1,1,Incapacitating,6
2020-00008099,1/31/2020 14:16,1,1,No Injury,3
2020-00008099,1/31/2020 14:16,2,1,No Injury,3
2021-00001048,1/4/2020 0:00,2,1,Not Applicable,1
2021-00001048,1/4/2020 0:00,1,1,Unknown,2
2021-00004897,1/26/2020 13:57,1,1,No Injury,3
2021-00004897,1/26/2020 13:57,2,1,No Injury,3
2021-00004897,1/26/2020 13:57,3,1,No Injury,3
2021-00004897,1/26/2020 13:57,3,2,No Injury,3
2021-00004897,1/26/2020 13:57,4,1,No Injury,3
2021-00004897,1/26/2020 13:57,4,2,No Injury,3
2021-00004897,1/26/2020 13:57,4,3,No Injury,3
2021-00004897,1/26/2020 13:57,4,4,No Injury,3
2021-00000086,1/1/2021 14:16,1,1,No Injury,3
2021-00000086,1/1/2021 14:16,2,2,No Injury,3
2021-00000086,1/1/2021 14:16,2,1,Non-Incapacitating,5
2021-00000298,1/2/2021 20:46,1,1,No Injury,3
2021-00000298,1/2/2021 20:46,2,1,No Injury,3
2021-00000298,1/2/2021 20:46,2,2,No Injury,3
2021-00000298,1/2/2021 20:46,2,3,No Injury,3
2021-00000559,1/4/2021 10:59,1,1,Possible,4
2021-00000559,1/4/2021 10:59,2,1,Possible,4
2021-00000640,1/4/2021 17:58,1,1,No Injury,3
2021-00000640,1/4/2021 17:58,2,1,No Injury,3
2021-00000349,1/3/2021 4:30,1,1,No Injury,3
2021-00000867,1/5/2021 18:38,1,1,No Injury,3
2021-00000867,1/5/2021 18:38,2,1,No Injury,3
2021-00000600,1/4/2021 14:40,1,1,No Injury,3
2021-00000600,1/4/2021 14:40,2,1,No Injury,3
2021-00000608,1/4/2021 15:39,1,1,No Injury,3
2021-00000608,1/4/2021 15:39,2,2,No Injury,3
2021-00000608,1/4/2021 15:39,2,1,Possible,4
2021-00000697,1/4/2021 23:46,2,1,Unknown,2
2021-00000697,1/4/2021 23:46,1,1,No Injury,3
2021-00000861,1/5/2021 18:59,2,1,Not Applicable,1
